Line,Lineset\South (CTK Side) Line 1 (E-W)-ch2
Frequency (MHz),Average Amplitude (mV)
136.719,0.0353936
137.024,0.0353349
137.329,0.0356226
137.634,0.036148
137.939,0.0364834
138.245,0.0365148
138.55,0.0365404
138.855,0.0368701
139.16,0.0373868
139.465,0.0376205
139.771,0.0373424
140.076,0.0368232
140.381,0.0365317
140.686,0.0367444
140.991,0.0373956
141.296,0.0381989
141.602,0.0387634
141.907,0.0387984
142.212,0.0384345
142.517,0.0382696
142.822,0.0388224
143.127,0.0398306
143.433,0.0403736
143.738,0.0398957
144.043,0.0389381
144.348,0.0385256
144.653,0.0388887
144.958,0.0393098
145.264,0.0391969
145.569,0.0388365
145.874,0.0389689
146.179,0.0397967
146.484,0.0407507
146.79,0.0412407
147.095,0.0413052
147.4,0.0413989
147.705,0.041644
148.01,0.0416756
148.315,0.0412778
148.621,0.0407376
148.926,0.0405494
149.231,0.0409401
149.536,0.0416991
149.841,0.042366
150.146,0.042556
150.452,0.0422207
150.757,0.0416151
151.062,0.0411957
151.367,0.0413882
151.672,0.0419799
151.978,0.042326
152.283,0.0422288
152.588,0.0418713
152.893,0.041565
153.198,0.0416383
153.503,0.0420927
153.809,0.0427306
154.114,0.0433611
154.419,0.0437162
154.724,0.0435129
155.029,0.0428962
155.334,0.0424932
155.64,0.0427786
155.945,0.0435718
156.25,0.0441158
156.555,0.0439926
156.86,0.0436702
157.166,0.0437546
157.471,0.0442062
157.776,0.0444987
158.081,0.0443183
158.386,0.0440449
158.691,0.0441563
158.997,0.0445101
159.302,0.0445681
159.607,0.0440765
159.912,0.0434562
160.217,0.0434197
160.522,0.044143
160.828,0.0450213
161.133,0.0453147
161.438,0.0448521
161.743,0.0441274
162.048,0.0437808
162.354,0.0439548
162.659,0.0443895
162.964,0.04486
163.269,0.0452838
163.574,0.0456092
163.879,0.0456506
164.185,0.0453138
164.49,0.0448413
164.795,0.0446482
165.1,0.0449888
165.405,0.0456423
165.71,0.0461716
166.016,0.0463021
166.321,0.0460069
166.626,0.0455571
166.931,0.0452202
167.236,0.0450908
167.542,0.0452226
167.847,0.0455535
168.152,0.0458724
168.457,0.0459445
168.762,0.0457463
169.067,0.0454296
169.373,0.0449796
169.678,0.0443265
169.983,0.0436615
170.288,0.043463
170.593,0.044117
170.898,0.0453345
171.204,0.0463028
171.509,0.0463274
171.814,0.0455544
172.119,0.0449204
172.424,0.0448571
172.729,0.0450836
173.035,0.0452072
173.34,0.0450675
173.645,0.0450013
173.95,0.0450471
174.255,0.044942
174.561,0.0446998
174.866,0.0444302
175.171,0.0444501
175.476,0.0445766
175.781,0.0442104
176.086,0.0435292
176.392,0.0431875
176.697,0.0436452
177.002,0.0446745
177.307,0.0454768
177.612,0.0456234
177.917,0.0452881
178.223,0.0449655
178.528,0.0449064
178.833,0.0448424
179.138,0.0446093
179.443,0.044366
179.749,0.0442773
180.054,0.0443713
180.359,0.0444698
180.664,0.0443859
180.969,0.0441384
181.274,0.043805
181.58,0.0434398
181.885,0.0431358
182.19,0.0429944
182.495,0.0430492
182.8,0.0432191
183.105,0.0433549
183.411,0.0434154
183.716,0.0435656
184.021,0.0439693
184.326,0.0444573
184.631,0.0445811
184.937,0.0440891
185.242,0.0432843
185.547,0.0428005
185.852,0.0428848
186.157,0.0430695
186.462,0.0427516
186.768,0.0419077
187.073,0.0411508
187.378,0.0410359
187.683,0.0414627
187.988,0.0419659
188.293,0.0421966
188.599,0.0421412
188.904,0.0420214
189.209,0.0418606
189.514,0.041565
189.819,0.041275
190.125,0.0411977
190.43,0.0414425
190.735,0.0418374
191.04,0.042009
191.345,0.0418276
191.65,0.0414457
191.956,0.0410532
192.261,0.0406694
192.566,0.0401888
192.871,0.0396721
193.176,0.0393881
193.481,0.0396535
193.787,0.0403791
194.092,0.0409775
194.397,0.0410009
194.702,0.0404719
195.007,0.0398058
195.313,0.0394068
195.618,0.0392785
195.923,0.0391585
196.228,0.038842
196.533,0.0385221
196.838,0.0385521
197.144,0.038863
197.449,0.0391483
197.754,0.0392227
198.059,0.0391641
198.364,0.0392078
198.669,0.0393397
198.975,0.0392984
199.28,0.0388511
199.585,0.0380494
199.89,0.0372759
200.195,0.0368444
200.5,0.0368008
200.806,0.0371203
201.111,0.0377067
201.416,0.038232
201.721,0.038183
202.026,0.0373369
202.332,0.0362013
202.637,0.0356617
202.942,0.0360945
203.247,0.0368019
203.552,0.0368676
203.857,0.0363147
204.163,0.0357935
204.468,0.0357906
204.773,0.036078
205.078,0.0359764
205.383,0.0354939
205.688,0.0351957
205.994,0.0352965
206.299,0.0354775
206.604,0.0353588
206.909,0.0350941
207.214,0.0350721
207.52,0.0352608
207.825,0.0352214
208.13,0.0347324
208.435,0.0341963
208.74,0.0341349
209.045,0.0345405
209.351,0.0349535
209.656,0.034973
209.961,0.0345777
210.266,0.0340928
210.571,0.0337791
210.876,0.0335976
211.182,0.0334542
211.487,0.0331878
211.792,0.0327567
212.097,0.0324161
212.402,0.0323282
212.708,0.032502
213.013,0.0327042
213.318,0.0326219
213.623,0.0321898
213.928,0.0314487
214.233,0.0306768
214.539,0.0303272
214.844,0.0307244
215.149,0.0317243
215.454,0.0324521
215.759,0.0321362
216.064,0.0309393
216.37,0.0299437
216.675,0.0301858
216.98,0.0311571
217.285,0.0312995
217.59,0.0299755
217.896,0.0282728
218.201,0.0278683
218.506,0.0290249
218.811,0.0302973
219.116,0.0304099
219.421,0.0295942
219.727,0.0289853
220.032,0.0290996
220.337,0.0293371
220.642,0.0290672
220.947,0.0286378
221.252,0.0288287
221.558,0.0295695
221.863,0.0299407
222.168,0.0294045
222.473,0.0282825
222.778,0.0272728
223.083,0.0268795
223.389,0.026992
223.694,0.0272011
223.999,0.0273227
224.304,0.0273848
224.609,0.0274096
224.915,0.02737
225.22,0.0273564
225.525,0.02741
225.83,0.0273946
226.135,0.0272128
226.44,0.0268129
226.746,0.0262966
227.051,0.0259323
227.356,0.0258071
227.661,0.025783
227.966,0.0256385
228.271,0.0251482
228.577,0.0243268
228.882,0.0235478
229.187,0.0232823
229.492,0.0237548
229.797,0.024711
230.103,0.0254589
230.408,0.0253858
230.713,0.0245175
231.018,0.0235022
231.323,0.0230784
231.628,0.0234392
231.934,0.0240112
232.239,0.0240503
232.544,0.0234352
232.849,0.0226046
233.154,0.0219551
233.459,0.021571
233.765,0.0213874
234.07,0.0213971
234.375,0.0216287
234.68,0.0219261
234.985,0.0219475
235.291,0.0215464
235.596,0.0210002
235.901,0.0207415
236.206,0.0208578
236.511,0.0210681
236.816,0.0210768
237.122,0.0209432
237.427,0.0210555
237.732,0.0214378
238.037,0.0216508
238.342,0.0213226
238.647,0.0204366
238.953,0.0194816
239.258,0.0190527
239.563,0.0193283
239.868,0.0198865
240.173,0.0201557
240.479,0.0200513
240.784,0.0195964
241.089,0.0190953
241.394,0.0190861
241.699,0.0193696
242.004,0.0194938
242.31,0.0192275
242.615,0.0187599
242.92,0.0185724
243.225,0.0186038
243.53,0.0185726
243.835,0.0182705
244.141,0.0177411
244.446,0.0174096
244.751,0.017206
245.056,0.0168098
245.361,0.0163286
245.667,0.0161112
245.972,0.0164972
246.277,0.0171269
246.582,0.0171838
246.887,0.0165017
247.192,0.0157664
247.498,0.0157849
247.803,0.0165275
248.108,0.0172312
248.413,0.0172336
248.718,0.0165041
249.023,0.015684
249.329,0.0153836
249.634,0.0155556
249.939,0.0158367
250.244,0.0159676
250.549,0.0159431
250.854,0.0158034
251.16,0.0154827
251.465,0.0150604
251.77,0.0147141
252.075,0.0147514
252.38,0.0153658
252.686,0.0160611
252.991,0.0161893
253.296,0.0156493
253.601,0.0148396
253.906,0.0142233
254.211,0.0139286
254.517,0.0136347
254.822,0.013218
255.127,0.0131403
255.432,0.0136188
255.737,0.0143043
256.042,0.0145645
256.348,0.0141738
256.653,0.0136925
256.958,0.0136422
257.263,0.0139114
257.568,0.0140132
257.874,0.0137208
258.179,0.0132655
258.484,0.0129524
258.789,0.0129343
259.094,0.0129858
259.399,0.0128376
259.705,0.0128003
260.01,0.0129813
260.315,0.013105
260.62,0.0128586
260.925,0.012339
261.23,0.0120074
261.536,0.011941
261.841,0.0118669
262.146,0.0114847
262.451,0.0109493
262.756,0.0109229
263.062,0.0115072
263.367,0.0120401
263.672,0.0119789
263.977,0.0114778
264.282,0.011369
264.587,0.0118344
264.893,0.0123093
265.198,0.0122847
265.503,0.011705
265.808,0.0110324
266.113,0.0107825
266.418,0.0109561
266.724,0.0112046
267.029,0.0112962
267.334,0.0112291
267.639,0.0109783
267.944,0.0106693
268.25,0.0105162
268.555,0.0106211
268.86,0.0108965
269.165,0.011031
269.47,0.0108931
269.775,0.0106692
270.081,0.0104703
270.386,0.0103236
270.691,0.0102647
270.996,0.0102398
271.301,0.0102198
271.606,0.0101679
271.912,0.0100746
272.217,0.00997706
272.522,0.00995756
272.827,0.0102628
273.132,0.0108059
273.438,0.0110573
273.743,0.0107366
274.048,0.0100138
274.353,0.00933011
274.658,0.00903206
274.963,0.0091756
275.269,0.00971217
275.574,0.0101319
275.879,0.00990198
276.184,0.00912853
276.489,0.00835337
276.794,0.00827866
277.1,0.00896136
277.405,0.00978727
277.71,0.0101705
278.015,0.00986417
278.32,0.00931164
278.625,0.00897257
278.931,0.00866707
279.236,0.00828756
279.541,0.00807524
279.846,0.00820927
280.151,0.00864926
280.457,0.00905791
280.762,0.00911672
281.067,0.00888287
281.372,0.00864338
281.677,0.00844908
281.982,0.00819983
282.288,0.00797754
282.593,0.00793604
282.898,0.0079144
283.203,0.00789743
283.508,0.00805888
283.813,0.00835205
284.119,0.00861673
284.424,0.00855804
284.729,0.00796705
285.034,0.0073549
285.339,0.00735897
285.645,0.00789584
285.95,0.00845018
286.255,0.00866668
286.56,0.00850474
286.865,0.00810413
287.17,0.00778488
287.476,0.00779761
287.781,0.0080675
288.086,0.00842882
288.391,0.00852009
288.696,0.0081143
289.001,0.00749397
289.307,0.00696454
289.612,0.00700641
289.917,0.00736663
290.222,0.00750928
290.527,0.00751929
290.833,0.00740798
291.138,0.00706685
291.443,0.0069833
291.748,0.00713038
292.053,0.00728712
292.358,0.00706157
292.664,0.00648368
292.969,0.00603436
293.274,0.00597506
293.579,0.00640133
293.884,0.00701648
294.189,0.00723422
294.495,0.0068952
294.8,0.00624414
295.105,0.00584661
295.41,0.00598178
295.715,0.00634651
296.021,0.00670059
296.326,0.00695753
296.631,0.00711658
296.936,0.00715774
297.241,0.00691526
297.546,0.0064718
297.852,0.00601881
298.157,0.00585896
298.462,0.00611669
298.767,0.00634075
299.072,0.00623659
299.377,0.00594685
299.683,0.00583392
299.988,0.00604844
300.293,0.00620123
300.598,0.00618107
300.903,0.00597153
301.208,0.00571831
301.514,0.00603634
301.819,0.00666556
302.124,0.00689929
302.429,0.00648614
302.734,0.00560138
303.04,0.00498657
303.345,0.00485699
303.65,0.00503146
303.955,0.00545519
304.26,0.00562944
304.565,0.00560659
304.871,0.00552084
305.176,0.00530056
305.481,0.00512153
305.786,0.00496493
306.091,0.00492428
306.396,0.00477922
306.702,0.0045967
307.007,0.00474131
307.312,0.00497728
307.617,0.00513069
307.922,0.00514865
308.228,0.00491278
308.533,0.00468046
308.838,0.0045623
309.143,0.00474011
309.448,0.00490225
309.753,0.00458639
310.059,0.00419863
310.364,0.00417069
310.669,0.00463073
310.974,0.00525511
311.279,0.00521242
311.584,0.00440642
311.89,0.00372913
312.195,0.00386767
312.5,0.00457219
312.805,0.00496977
313.11,0.00469273
313.416,0.00413191
313.721,0.00381877
314.026,0.00401179
314.331,0.00433064
314.636,0.00451532
314.941,0.00467536
315.247,0.00448348
315.552,0.00406832
315.857,0.0038969
316.162,0.00399663
316.467,0.00430327
316.772,0.00475539
317.078,0.00451111
317.383,0.0037158
317.688,0.00309641
317.993,0.00297603
318.298,0.0036349
318.604,0.0040655
318.909,0.00392623
319.214,0.00349828
319.519,0.00318178
319.824,0.00336453
320.129,0.00348572
320.435,0.00333812
320.74,0.00331177
321.045,0.00301564
321.35,0.00282071
321.655,0.00287446
321.96,0.00264004
322.266,0.00253227
322.571,0.00257761
322.876,0.00298848
323.181,0.00335164
323.486,0.00342279
323.792,0.00313641
324.097,0.00288659
324.402,0.00265513
324.707,0.00213428
325.012,0.00176498
325.317,0.00213855
325.623,0.00254405
325.928,0.00262171
326.233,0.00241359
326.538,0.0020254
326.843,0.00221717
327.148,0.0031475
327.454,0.00340887
327.759,0.00284073
328.064,0.00196095
328.369,0.0015335
328.674,0.00212574
328.979,0.0027386
329.285,0.00270113
329.59,0.00234659
329.895,0.00219605
330.2,0.00269749
330.505,0.00338714
330.811,0.00347181
331.116,0.00286148
331.421,0.00248585
331.726,0.00260696
332.031,0.00245698
332.336,0.00221063
332.642,0.0024075
332.947,0.00254735
333.252,0.00197668
333.557,0.00195873
333.862,0.00186556
334.167,0.00180495
334.473,0.00192422
334.778,0.00217319
335.083,0.00213342
335.388,0.00193657
335.693,0.00169929
335.999,0.00187675
336.304,0.00176048
336.609,0.00142489
336.914,0.00183452
337.219,0.00274698
337.524,0.00328142
337.83,0.00304926
338.135,0.00267035
338.44,0.00200299
338.745,0.00202603
339.05,0.00202063
339.355,0.00195134
339.661,0.0017301
339.966,0.00188481
340.271,0.0022532
340.576,0.00256531
340.881,0.00248778
341.187,0.00238822
341.492,0.00229321
341.797,0.00235199
342.102,0.00157439
342.407,0.000679963
342.712,0.00161275
343.018,0.00226555
343.323,0.0020607
343.628,0.00134263
343.933,0.00105685
344.238,0.00143788
344.543,0.00211599
344.849,0.00232636
345.154,0.00199233
345.459,0.00136534
345.764,0.00133113
346.069,0.00130398
346.375,0.00158693
346.68,0.00183951
346.985,0.00185588
347.29,0.00186507
347.595,0.00171133
347.9,0.00173551
348.206,0.00194097
348.511,0.00184611
348.816,0.00160954
349.121,0.0018531
349.426,0.00179871
349.731,0.00175392
350.037,0.00165354
350.342,0.00126928
350.647,0.000956001
350.952,0.00123349
351.257,0.00142892
351.563,0.00168895
351.868,0.00196501
352.173,0.00177528
352.478,0.00192277
352.783,0.00173148
353.088,0.00170652
353.394,0.00183525
353.699,0.00150216
354.004,0.0015371
354.309,0.00172992
354.614,0.00192851
354.919,0.0019573
355.225,0.00214906
355.53,0.00220985
355.835,0.00217
356.14,0.00226857
356.445,0.00224223
356.75,0.00167816
357.056,0.00212109
357.361,0.00204225
357.666,0.00199645
357.971,0.00211898
358.276,0.0018121
358.582,0.00100845
358.887,0.00168582
359.192,0.00234716
359.497,0.00259132
359.802,0.00216811
360.107,0.00154361
360.413,0.00151691
360.718,0.00162594
361.023,0.00179164
361.328,0.00151802
361.633,0.0014923
361.938,0.00113362
362.244,0.00121695
362.549,0.00180218
362.854,0.00236692
363.159,0.00258077
363.464,0.00270141
363.77,0.00270854
364.075,0.00284339
364.38,0.00302539
364.685,0.00285779
364.99,0.00239741
365.295,0.00196982
365.601,0.00192233
365.906,0.00224565
366.211,0.00222643
366.516,0.00181818
366.821,0.00180204
367.126,0.00199557
367.432,0.00239174
367.737,0.00259923
368.042,0.00249434
368.347,0.00244032
368.652,0.00233853
368.958,0.00243423
369.263,0.00223017
369.568,0.00261535
369.873,0.00306543
370.178,0.00308816
370.483,0.00284383
370.789,0.00255665
371.094,0.00197189
371.399,0.00189713
371.704,0.00253923
372.009,0.00243203
372.314,0.00207214
372.62,0.00196142
372.925,0.0018021
373.23,0.00181087
373.535,0.00186065
373.84,0.00169836
374.146,0.00229046
374.451,0.00300206
374.756,0.00304147
375.061,0.00249288
375.366,0.00241129
375.671,0.00296946
375.977,0.00380892
376.282,0.0040716
376.587,0.00329879
376.892,0.00213393
377.197,0.00176362
377.502,0.00200264
377.808,0.002286
378.113,0.00222319
378.418,0.00165319
378.723,0.00176234
379.028,0.00210593
379.333,0.00216634
379.639,0.00226484
379.944,0.00186394
380.249,0.00212571
380.554,0.00256958
380.859,0.0029603
381.165,0.00291959
381.47,0.00308909
381.775,0.00330507
382.08,0.00304377
382.385,0.00317079
382.69,0.00319019
382.996,0.00259512
383.301,0.00168268
383.606,0.00164604
383.911,0.00222966
384.216,0.00291423
384.521,0.00338231
384.827,0.00348207
385.132,0.00324884
385.437,0.00289067
385.742,0.00253588
386.047,0.00222667
386.353,0.00180328
386.658,0.00279142
386.963,0.0033338
387.268,0.00289436
387.573,0.0024921
387.878,0.00207892
388.184,0.00183059
388.489,0.00214087
388.794,0.00280831
389.099,0.00306587
389.404,0.0024263
389.709,0.00212698
390.015,0.00235492
390.32,0.00217033
390.625,0.00290437
390.93,0.00346561
391.235,0.00311954
391.541,0.00250553
391.846,0.00149411
392.151,0.00132836
392.456,0.00214384
392.761,0.00285216
393.066,0.00309252
393.372,0.00300939
393.677,0.00286457
393.982,0.00237748
394.287,0.00251495
394.592,0.00274635
394.897,0.00215758
395.203,0.00167001
395.508,0.0022891
395.813,0.00260308
396.118,0.0025391
396.423,0.00231047
396.729,0.0023155
397.034,0.00241268
397.339,0.00237917
397.644,0.00235294
397.949,0.00245784
398.254,0.00278431
398.56,0.00282196
398.865,0.00257531
399.17,0.00226867
399.475,0.00223537
399.78,0.00270023
400.085,0.00343201
400.391,0.00322292
400.696,0.00215107
401.001,0.00170504
401.306,0.00220485
401.611,0.00246018
401.917,0.00266267
402.222,0.00276475
402.527,0.00245025
402.832,0.00261974
403.137,0.00279485
403.442,0.00251269
403.748,0.00218042
404.053,0.00216963
404.358,0.00230231
404.663,0.00285696
404.968,0.00309403
405.273,0.00257186
405.579,0.00218672
405.884,0.00250401
406.189,0.00299205
406.494,0.00310803
406.799,0.00271096
407.104,0.00236315
407.41,0.00258255
407.715,0.00249968
408.02,0.00221432
408.325,0.00200332
408.63,0.00204924
408.936,0.00237798
409.241,0.00236656
