		Line,		Start Positions (m),		End Positions (m),		Length (m),		Frequency (MHz),		Time Window (ns),		Collection Date,		GPS Start Lat,		GPS Start Long,		GPS End Lat,		GPS End Long
South (CTK Side) Line 1 (E-W)-ch2,0.000,0.400,0.400,250.000,1280.000,2026-Jan-30,-105.22109218500,39.75155478667,-105.22109223167,39.75155478667,
