"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
188,18.700,200,1760.923,20196,4,400.000,4,-105.2212233,39.7514944,1760.9234000,0.000,18.700,0.000,0.000,18.700,0.000,21.000,"0x0",3180.409423828125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
189,18.800,200,1760.926,20304,4,400.000,4,-105.2212240,39.7514941,1760.9256000,0.000,18.800,0.000,0.000,18.800,0.000,21.000,"0x0",3180.51025390625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
190,18.900,200,1760.928,20412,4,400.000,4,-105.2212248,39.7514937,1760.9278000,0.000,18.900,0.000,0.000,18.900,0.000,21.000,"0x0",3180.607666015625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
191,19.000,200,1760.930,20520,4,400.000,4,-105.2212255,39.7514933,1760.9300000,0.000,19.000,0.000,0.000,19.000,0.000,21.000,"0x0",3180.701171875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
192,19.100,200,1760.932,20628,4,400.000,4,-105.2212262,39.7514930,1760.9322000,0.000,19.100,0.000,0.000,19.100,0.000,21.000,"0x0",3180.7900390625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
193,19.200,200,1760.934,20736,4,400.000,4,-105.2212269,39.7514926,1760.9344000,0.000,19.200,0.000,0.000,19.200,0.000,21.000,"0x0",3180.885009765625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
194,19.300,200,1760.937,20844,4,400.000,4,-105.2212276,39.7514923,1760.9366000,0.000,19.300,0.000,0.000,19.300,0.000,21.000,"0x0",3180.965576171875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
195,19.400,200,1760.939,20952,4,400.000,4,-105.2212284,39.7514919,1760.9388000,0.000,19.400,0.000,0.000,19.400,0.000,21.000,"0x0",3181.04052734375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
196,19.500,200,1760.941,21060,4,400.000,4,-105.2212290,39.7514916,1760.9410000,0.000,19.500,0.000,0.000,19.500,0.000,21.000,"0x0",3181.1181640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
197,19.600,200,1760.946,21168,4,400.000,4,-105.2212297,39.7514912,1760.9455000,0.000,19.600,0.000,0.000,19.600,0.000,21.000,"0x0",3181.196044921875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
198,19.700,200,1760.950,21276,4,400.000,4,-105.2212304,39.7514908,1760.9500000,0.000,19.700,0.000,0.000,19.700,0.000,21.000,"0x0",3181.26806640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
199,19.800,200,1760.954,21384,4,400.000,4,-105.2212311,39.7514905,1760.9545000,0.000,19.800,0.000,0.000,19.800,0.000,21.000,"0x0",3181.34619140625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
200,19.900,200,1760.959,21492,4,400.000,4,-105.2212318,39.7514901,1760.9590000,0.000,19.900,0.000,0.000,19.900,0.000,21.000,"0x0",3181.42578125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
201,20.000,200,1760.964,21600,4,400.000,4,-105.2212325,39.7514897,1760.9635000,0.000,20.000,0.000,0.000,20.000,0.000,21.000,"0x0",3181.504150390625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
202,20.100,200,1760.968,21708,4,400.000,4,-105.2212331,39.7514894,1760.9680000,0.000,20.100,0.000,0.000,20.100,0.000,21.000,"0x0",3181.581787109375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
203,20.200,200,1760.973,21816,4,400.000,4,-105.2212338,39.7514890,1760.9725000,0.000,20.200,0.000,0.000,20.200,0.000,21.000,"0x0",3181.666015625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
204,20.300,200,1760.977,21924,4,400.000,4,-105.2212345,39.7514887,1760.9770000,0.000,20.300,0.000,0.000,20.300,0.000,21.000,"0x0",3181.7529296875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
205,20.400,200,1760.981,22032,4,400.000,4,-105.2212352,39.7514883,1760.9815000,0.000,20.400,0.000,0.000,20.400,0.000,21.000,"0x0",3181.839111328125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
206,20.500,200,1760.986,22140,4,400.000,4,-105.2212359,39.7514879,1760.9860000,0.000,20.500,0.000,0.000,20.500,0.000,21.000,"0x0",3181.925048828125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
207,20.600,200,1760.990,22248,4,400.000,4,-105.2212366,39.7514876,1760.9905000,0.000,20.600,0.000,0.000,20.600,0.000,21.000,"0x0",3182.02783203125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
208,20.700,200,1760.995,22356,4,400.000,4,-105.2212373,39.7514872,1760.9950000,0.000,20.700,0.000,0.000,20.700,0.000,21.000,"0x0",3182.12353515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
209,20.800,200,1761.000,22464,4,400.000,4,-105.2212380,39.7514868,1760.9996250,0.000,20.800,0.000,0.000,20.800,0.000,21.000,"0x0",3182.228271484375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
210,20.900,200,1761.004,22572,4,400.000,4,-105.2212387,39.7514864,1761.0042500,0.000,20.900,0.000,0.000,20.900,0.000,21.000,"0x0",3182.338623046875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
211,21.000,200,1761.009,22680,4,400.000,4,-105.2212394,39.7514860,1761.0088750,0.000,21.000,0.000,0.000,21.000,0.000,21.000,"0x0",3182.440185546875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
212,21.100,200,1761.014,22788,4,400.000,4,-105.2212401,39.7514856,1761.0135000,0.000,21.100,0.000,0.000,21.100,0.000,21.000,"0x0",3182.564697265625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
213,21.200,200,1761.018,22896,4,400.000,4,-105.2212408,39.7514853,1761.0181250,0.000,21.200,0.000,0.000,21.200,0.000,21.000,"0x0",3182.677978515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
214,21.300,200,1761.023,23004,4,400.000,4,-105.2212415,39.7514849,1761.0227500,0.000,21.300,0.000,0.000,21.300,0.000,21.000,"0x0",3182.82763671875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
215,21.400,200,1761.027,23112,4,400.000,4,-105.2212422,39.7514845,1761.0273750,0.000,21.400,0.000,0.000,21.400,0.000,21.000,"0x0",3182.95703125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
216,21.500,200,1761.032,23220,4,400.000,4,-105.2212429,39.7514842,1761.0320000,0.000,21.500,0.000,0.000,21.500,0.000,21.000,"0x0",3183.088623046875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
217,21.600,200,1761.035,23328,4,400.000,4,-105.2212435,39.7514839,1761.0347000,0.000,21.600,0.000,0.000,21.600,0.000,21.000,"0x0",3183.22802734375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
218,21.700,200,1761.037,23436,4,400.000,4,-105.2212441,39.7514836,1761.0374000,0.000,21.700,0.000,0.000,21.700,0.000,21.000,"0x0",3183.3388671875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
219,21.800,200,1761.040,23544,4,400.000,4,-105.2212448,39.7514833,1761.0401000,0.000,21.800,0.000,0.000,21.800,0.000,21.000,"0x0",3183.436279296875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
220,21.900,200,1761.043,23652,4,400.000,4,-105.2212454,39.7514829,1761.0428000,0.000,21.900,0.000,0.000,21.900,0.000,21.000,"0x0",3183.54248046875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
221,22.000,200,1761.046,23760,4,400.000,4,-105.2212460,39.7514826,1761.0455000,0.000,22.000,0.000,0.000,22.000,0.000,21.000,"0x0",3183.65185546875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
