"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
228,22.700,200,1761.095,24516,4,400.000,4,-105.2212584,39.7514756,1761.0953333,0.000,22.700,0.000,0.000,22.700,0.000,21.000,"0x0",625.16168212890625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
229,22.800,200,1761.099,24624,4,400.000,4,-105.2212591,39.7514753,1761.0985000,0.000,22.800,0.000,0.000,22.800,0.000,21.000,"0x0",625.25665283203125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
230,22.900,200,1761.102,24732,4,400.000,4,-105.2212597,39.7514749,1761.1016667,0.000,22.900,0.000,0.000,22.900,0.000,21.000,"0x0",625.34283447265625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
231,23.000,200,1761.105,24840,4,400.000,4,-105.2212604,39.7514746,1761.1048333,0.000,23.000,0.000,0.000,23.000,0.000,21.000,"0x0",625.4200439453125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
232,23.100,200,1761.108,24948,4,400.000,4,-105.2212611,39.7514742,1761.1080000,0.000,23.100,0.000,0.000,23.100,0.000,21.000,"0x0",625.50372314453125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
233,23.200,200,1761.111,25056,4,400.000,4,-105.2212618,39.7514739,1761.1111667,0.000,23.200,0.000,0.000,23.200,0.000,21.000,"0x0",625.59234619140625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
234,23.300,200,1761.114,25164,4,400.000,4,-105.2212624,39.7514735,1761.1143333,0.000,23.300,0.000,0.000,23.300,0.000,21.000,"0x0",625.6707763671875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
235,23.400,200,1761.118,25272,4,400.000,4,-105.2212631,39.7514732,1761.1175000,0.000,23.400,0.000,0.000,23.400,0.000,21.000,"0x0",625.7454833984375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
236,23.500,200,1761.121,25380,4,400.000,4,-105.2212638,39.7514728,1761.1206667,0.000,23.500,0.000,0.000,23.500,0.000,21.000,"0x0",625.82647705078125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
237,23.600,200,1761.124,25488,4,400.000,4,-105.2212644,39.7514725,1761.1238333,0.000,23.600,0.000,0.000,23.600,0.000,21.000,"0x0",625.9078369140625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
238,23.700,200,1761.127,25596,4,400.000,4,-105.2212651,39.7514721,1761.1270000,0.000,23.700,0.000,0.000,23.700,0.000,21.000,"0x0",625.98828125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
239,23.800,200,1761.130,25704,4,400.000,4,-105.2212658,39.7514718,1761.1299167,0.000,23.800,0.000,0.000,23.800,0.000,21.000,"0x0",626.0699462890625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
240,23.900,200,1761.133,25812,4,400.000,4,-105.2212665,39.7514714,1761.1328333,0.000,23.900,0.000,0.000,23.900,0.000,21.000,"0x0",626.14630126953125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
241,24.000,200,1761.136,25920,4,400.000,4,-105.2212671,39.7514710,1761.1357500,0.000,24.000,0.000,0.000,24.000,0.000,21.000,"0x0",626.22528076171875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
242,24.100,200,1761.139,26028,4,400.000,4,-105.2212678,39.7514707,1761.1386667,0.000,24.100,0.000,0.000,24.100,0.000,21.000,"0x0",626.30914306640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
243,24.200,200,1761.142,26136,4,400.000,4,-105.2212685,39.7514703,1761.1415833,0.000,24.200,0.000,0.000,24.200,0.000,21.000,"0x0",626.39129638671875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
244,24.300,200,1761.145,26244,4,400.000,4,-105.2212691,39.7514700,1761.1445000,0.000,24.300,0.000,0.000,24.300,0.000,21.000,"0x0",626.47698974609375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
245,24.400,200,1761.147,26352,4,400.000,4,-105.2212698,39.7514696,1761.1474167,0.000,24.400,0.000,0.000,24.400,0.000,21.000,"0x0",626.56549072265625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
246,24.500,200,1761.150,26460,4,400.000,4,-105.2212705,39.7514693,1761.1503333,0.000,24.500,0.000,0.000,24.500,0.000,21.000,"0x0",626.64898681640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
247,24.600,200,1761.153,26568,4,400.000,4,-105.2212712,39.7514689,1761.1532500,0.000,24.600,0.000,0.000,24.600,0.000,21.000,"0x0",626.7369384765625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
248,24.700,200,1761.156,26676,4,400.000,4,-105.2212718,39.7514686,1761.1561667,0.000,24.700,0.000,0.000,24.700,0.000,21.000,"0x0",626.8221435546875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
249,24.800,200,1761.159,26784,4,400.000,4,-105.2212725,39.7514682,1761.1590833,0.000,24.800,0.000,0.000,24.800,0.000,21.000,"0x0",626.90509033203125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
250,24.900,200,1761.162,26892,4,400.000,4,-105.2212731,39.7514678,1761.1620000,0.000,24.900,0.000,0.000,24.900,0.000,21.000,"0x0",626.9891357421875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
251,25.000,200,1761.165,27000,4,400.000,4,-105.2212738,39.7514674,1761.1645833,0.000,25.000,0.000,0.000,25.000,0.000,21.000,"0x0",627.07623291015625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
252,25.100,200,1761.167,27108,4,400.000,4,-105.2212744,39.7514671,1761.1671667,0.000,25.100,0.000,0.000,25.100,0.000,21.000,"0x0",627.16168212890625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
253,25.200,200,1761.170,27216,4,400.000,4,-105.2212751,39.7514667,1761.1697500,0.000,25.200,0.000,0.000,25.200,0.000,21.000,"0x0",627.2423095703125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
254,25.300,200,1761.172,27324,4,400.000,4,-105.2212757,39.7514663,1761.1723333,0.000,25.300,0.000,0.000,25.300,0.000,21.000,"0x0",627.32965087890625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
255,25.400,200,1761.175,27432,4,400.000,4,-105.2212764,39.7514659,1761.1749167,0.000,25.400,0.000,0.000,25.400,0.000,21.000,"0x0",627.41119384765625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
256,25.500,200,1761.177,27540,4,400.000,4,-105.2212770,39.7514656,1761.1775000,0.000,25.500,0.000,0.000,25.500,0.000,21.000,"0x0",627.49505615234375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
257,25.600,200,1761.180,27648,4,400.000,4,-105.2212777,39.7514652,1761.1800833,0.000,25.600,0.000,0.000,25.600,0.000,21.000,"0x0",627.5787353515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
258,25.700,200,1761.183,27756,4,400.000,4,-105.2212783,39.7514648,1761.1826667,0.000,25.700,0.000,0.000,25.700,0.000,21.000,"0x0",627.6561279296875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
259,25.800,200,1761.185,27864,4,400.000,4,-105.2212790,39.7514644,1761.1852500,0.000,25.800,0.000,0.000,25.800,0.000,21.000,"0x0",627.73736572265625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
260,25.900,200,1761.188,27972,4,400.000,4,-105.2212796,39.7514640,1761.1878333,0.000,25.900,0.000,0.000,25.900,0.000,21.000,"0x0",627.82080078125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
261,26.000,200,1761.190,28080,4,400.000,4,-105.2212803,39.7514637,1761.1904167,0.000,26.000,0.000,0.000,26.000,0.000,21.000,"0x0",627.8995361328125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
262,26.100,200,1761.193,28188,4,400.000,4,-105.2212809,39.7514633,1761.1930000,0.000,26.100,0.000,0.000,26.100,0.000,21.000,"0x0",627.982421875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
263,26.200,200,1761.196,28296,4,400.000,4,-105.2212816,39.7514630,1761.1958462,0.000,26.200,0.000,0.000,26.200,0.000,21.000,"0x0",628.0693359375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
264,26.300,200,1761.199,28404,4,400.000,4,-105.2212822,39.7514626,1761.1986923,0.000,26.300,0.000,0.000,26.300,0.000,21.000,"0x0",628.15228271484375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
265,26.400,200,1761.202,28512,4,400.000,4,-105.2212829,39.7514623,1761.2015385,0.000,26.400,0.000,0.000,26.400,0.000,21.000,"0x0",628.23291015625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
266,26.500,200,1761.204,28620,4,400.000,4,-105.2212835,39.7514620,1761.2043846,0.000,26.500,0.000,0.000,26.500,0.000,21.000,"0x0",628.31414794921875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
267,26.600,200,1761.207,28728,4,400.000,4,-105.2212842,39.7514616,1761.2072308,0.000,26.600,0.000,0.000,26.600,0.000,21.000,"0x0",628.3929443359375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
268,26.700,200,1761.210,28836,4,400.000,4,-105.2212849,39.7514613,1761.2100769,0.000,26.700,0.000,0.000,26.700,0.000,21.000,"0x0",628.46728515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
269,26.800,200,1761.213,28944,4,400.000,4,-105.2212855,39.7514609,1761.2129231,0.000,26.800,0.000,0.000,26.800,0.000,21.000,"0x0",628.540771484375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
270,26.900,200,1761.216,29052,4,400.000,4,-105.2212862,39.7514606,1761.2157692,0.000,26.900,0.000,0.000,26.900,0.000,21.000,"0x0",628.61517333984375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
271,27.000,200,1761.219,29160,4,400.000,4,-105.2212868,39.7514603,1761.2186154,0.000,27.000,0.000,0.000,27.000,0.000,21.000,"0x0",628.68597412109375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
272,27.100,200,1761.221,29268,4,400.000,4,-105.2212875,39.7514599,1761.2214615,0.000,27.100,0.000,0.000,27.100,0.000,21.000,"0x0",628.75860595703125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
273,27.200,200,1761.224,29376,4,400.000,4,-105.2212881,39.7514596,1761.2243077,0.000,27.200,0.000,0.000,27.200,0.000,21.000,"0x0",628.8336181640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
274,27.300,200,1761.227,29484,4,400.000,4,-105.2212888,39.7514592,1761.2271538,0.000,27.300,0.000,0.000,27.300,0.000,21.000,"0x0",628.90911865234375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
275,27.400,200,1761.230,29592,4,400.000,4,-105.2212895,39.7514589,1761.2300000,0.000,27.400,0.000,0.000,27.400,0.000,21.000,"0x0",628.98089599609375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
276,27.500,200,1761.234,29700,4,400.000,4,-105.2212902,39.7514585,1761.2340000,0.000,27.500,0.000,0.000,27.500,0.000,21.000,"0x0",629.05487060546875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
277,27.600,200,1761.238,29808,4,400.000,4,-105.2212909,39.7514581,1761.2380000,0.000,27.600,0.000,0.000,27.600,0.000,21.000,"0x0",629.12799072265625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
278,27.700,200,1761.242,29916,4,400.000,4,-105.2212917,39.7514578,1761.2420000,0.000,27.700,0.000,0.000,27.700,0.000,21.000,"0x0",629.20050048828125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
279,27.800,200,1761.246,30024,4,400.000,4,-105.2212924,39.7514574,1761.2460000,0.000,27.800,0.000,0.000,27.800,0.000,21.000,"0x0",629.27520751953125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
280,27.900,200,1761.250,30132,4,400.000,4,-105.2212931,39.7514570,1761.2500000,0.000,27.900,0.000,0.000,27.900,0.000,21.000,"0x0",629.35455322265625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
281,28.000,200,1761.254,30240,4,400.000,4,-105.2212938,39.7514566,1761.2540000,0.000,28.000,0.000,0.000,28.000,0.000,21.000,"0x0",629.434814453125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
282,28.100,200,1761.258,30348,4,400.000,4,-105.2212945,39.7514563,1761.2580000,0.000,28.100,0.000,0.000,28.100,0.000,21.000,"0x0",629.51361083984375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
283,28.200,200,1761.262,30456,4,400.000,4,-105.2212953,39.7514559,1761.2620000,0.000,28.200,0.000,0.000,28.200,0.000,21.000,"0x0",629.5992431640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
284,28.300,200,1761.266,30564,4,400.000,4,-105.2212960,39.7514555,1761.2660000,0.000,28.300,0.000,0.000,28.300,0.000,21.000,"0x0",629.68603515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
285,28.400,200,1761.270,30672,4,400.000,4,-105.2212967,39.7514552,1761.2700000,0.000,28.400,0.000,0.000,28.400,0.000,21.000,"0x0",629.7701416015625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
286,28.500,200,1761.274,30780,4,400.000,4,-105.2212974,39.7514548,1761.2740000,0.000,28.500,0.000,0.000,28.500,0.000,21.000,"0x0",629.8623046875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
287,28.600,200,1761.278,30888,4,400.000,4,-105.2212981,39.7514544,1761.2780000,0.000,28.600,0.000,0.000,28.600,0.000,21.000,"0x0",629.95660400390625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
288,28.700,200,1761.282,30996,4,400.000,4,-105.2212987,39.7514541,1761.2817273,0.000,28.700,0.000,0.000,28.700,0.000,21.000,"0x0",630.04864501953125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
289,28.800,200,1761.285,31104,4,400.000,4,-105.2212994,39.7514537,1761.2854545,0.000,28.800,0.000,0.000,28.800,0.000,21.000,"0x0",630.14544677734375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
290,28.900,200,1761.289,31212,4,400.000,4,-105.2213000,39.7514533,1761.2891818,0.000,28.900,0.000,0.000,28.900,0.000,21.000,"0x0",630.2457275390625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
291,29.000,200,1761.293,31320,4,400.000,4,-105.2213007,39.7514530,1761.2929091,0.000,29.000,0.000,0.000,29.000,0.000,21.000,"0x0",630.3433837890625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
292,29.100,200,1761.297,31428,4,400.000,4,-105.2213013,39.7514526,1761.2966364,0.000,29.100,0.000,0.000,29.100,0.000,21.000,"0x0",630.44012451171875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
293,29.200,200,1761.300,31536,4,400.000,4,-105.2213020,39.7514522,1761.3003636,0.000,29.200,0.000,0.000,29.200,0.000,21.000,"0x0",630.53887939453125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
294,29.300,200,1761.304,31644,4,400.000,4,-105.2213027,39.7514519,1761.3040909,0.000,29.300,0.000,0.000,29.300,0.000,21.000,"0x0",630.640869140625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
295,29.400,200,1761.308,31752,4,400.000,4,-105.2213033,39.7514515,1761.3078182,0.000,29.400,0.000,0.000,29.400,0.000,21.000,"0x0",630.73712158203125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
296,29.500,200,1761.312,31860,4,400.000,4,-105.2213040,39.7514512,1761.3115455,0.000,29.500,0.000,0.000,29.500,0.000,21.000,"0x0",630.8292236328125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
297,29.600,200,1761.315,31968,4,400.000,4,-105.2213046,39.7514508,1761.3152727,0.000,29.600,0.000,0.000,29.600,0.000,21.000,"0x0",630.91802978515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
298,29.700,200,1761.319,32076,4,400.000,4,-105.2213053,39.7514504,1761.3190000,0.000,29.700,0.000,0.000,29.700,0.000,21.000,"0x0",631.0135498046875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
299,29.800,200,1761.321,32184,4,400.000,4,-105.2213060,39.7514500,1761.3214167,0.000,29.800,0.000,0.000,29.800,0.000,21.000,"0x0",631.107177734375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
300,29.900,200,1761.324,32292,4,400.000,4,-105.2213067,39.7514497,1761.3238333,0.000,29.900,0.000,0.000,29.900,0.000,21.000,"0x0",631.1890869140625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
301,30.000,200,1761.326,32400,4,400.000,4,-105.2213073,39.7514493,1761.3262500,0.000,30.000,0.000,0.000,30.000,0.000,21.000,"0x0",631.27191162109375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
302,30.100,200,1761.329,32508,4,400.000,4,-105.2213080,39.7514489,1761.3286667,0.000,30.100,0.000,0.000,30.100,0.000,21.000,"0x0",631.3531494140625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
303,30.200,200,1761.331,32616,4,400.000,4,-105.2213087,39.7514486,1761.3310833,0.000,30.200,0.000,0.000,30.200,0.000,21.000,"0x0",631.434326171875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
304,30.300,200,1761.333,32724,4,400.000,4,-105.2213094,39.7514482,1761.3335000,0.000,30.300,0.000,0.000,30.300,0.000,21.000,"0x0",631.50860595703125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
305,30.400,200,1761.336,32832,4,400.000,4,-105.2213100,39.7514478,1761.3359167,0.000,30.400,0.000,0.000,30.400,0.000,21.000,"0x0",631.57818603515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
306,30.500,200,1761.338,32940,4,400.000,4,-105.2213107,39.7514475,1761.3383333,0.000,30.500,0.000,0.000,30.500,0.000,21.000,"0x0",631.65045166015625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
307,30.600,200,1761.341,33048,4,400.000,4,-105.2213114,39.7514471,1761.3407500,0.000,30.600,0.000,0.000,30.600,0.000,21.000,"0x0",631.72418212890625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
308,30.700,200,1761.343,33156,4,400.000,4,-105.2213121,39.7514467,1761.3431667,0.000,30.700,0.000,0.000,30.700,0.000,21.000,"0x0",631.7989501953125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
309,30.800,200,1761.346,33264,4,400.000,4,-105.2213128,39.7514463,1761.3455833,0.000,30.800,0.000,0.000,30.800,0.000,21.000,"0x0",631.876953125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
310,30.900,200,1761.348,33372,4,400.000,4,-105.2213134,39.7514460,1761.3480000,0.000,30.900,0.000,0.000,30.900,0.000,21.000,"0x0",631.955810546875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
311,31.000,200,1761.351,33480,4,400.000,4,-105.2213141,39.7514456,1761.3508462,0.000,31.000,0.000,0.000,31.000,0.000,21.000,"0x0",632.032958984375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
312,31.100,200,1761.354,33588,4,400.000,4,-105.2213147,39.7514453,1761.3536923,0.000,31.100,0.000,0.000,31.100,0.000,21.000,"0x0",632.110595703125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
313,31.200,200,1761.357,33696,4,400.000,4,-105.2213154,39.7514449,1761.3565385,0.000,31.200,0.000,0.000,31.200,0.000,21.000,"0x0",632.18865966796875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
314,31.300,200,1761.359,33804,4,400.000,4,-105.2213160,39.7514446,1761.3593846,0.000,31.300,0.000,0.000,31.300,0.000,21.000,"0x0",632.27020263671875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
315,31.400,200,1761.362,33912,4,400.000,4,-105.2213167,39.7514442,1761.3622308,0.000,31.400,0.000,0.000,31.400,0.000,21.000,"0x0",632.34716796875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
316,31.500,200,1761.365,34020,4,400.000,4,-105.2213173,39.7514439,1761.3650769,0.000,31.500,0.000,0.000,31.500,0.000,21.000,"0x0",632.4251708984375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
317,31.600,200,1761.368,34128,4,400.000,4,-105.2213180,39.7514435,1761.3679231,0.000,31.600,0.000,0.000,31.600,0.000,21.000,"0x0",632.5120849609375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
318,31.700,200,1761.371,34236,4,400.000,4,-105.2213186,39.7514432,1761.3707692,0.000,31.700,0.000,0.000,31.700,0.000,21.000,"0x0",632.59759521484375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
319,31.800,200,1761.374,34344,4,400.000,4,-105.2213193,39.7514428,1761.3736154,0.000,31.800,0.000,0.000,31.800,0.000,21.000,"0x0",632.6773681640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
320,31.900,200,1761.376,34452,4,400.000,4,-105.2213199,39.7514425,1761.3764615,0.000,31.900,0.000,0.000,31.900,0.000,21.000,"0x0",632.7620849609375,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
321,32.000,200,1761.379,34560,4,400.000,4,-105.2213206,39.7514421,1761.3793077,0.000,32.000,0.000,0.000,32.000,0.000,21.000,"0x0",632.843017578125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
322,32.100,200,1761.382,34668,4,400.000,4,-105.2213212,39.7514418,1761.3821538,0.000,32.100,0.000,0.000,32.100,0.000,21.000,"0x0",632.9224853515625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
323,32.200,200,1761.385,34776,4,400.000,4,-105.2213219,39.7514414,1761.3850000,0.000,32.200,0.000,0.000,32.200,0.000,21.000,"0x0",633.00445556640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
324,32.300,200,1761.387,34884,4,400.000,4,-105.2213226,39.7514411,1761.3871538,0.000,32.300,0.000,0.000,32.300,0.000,21.000,"0x0",633.07861328125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
325,32.400,200,1761.389,34992,4,400.000,4,-105.2213232,39.7514407,1761.3893077,0.000,32.400,0.000,0.000,32.400,0.000,21.000,"0x0",633.15191650390625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
326,32.500,200,1761.391,35100,4,400.000,4,-105.2213239,39.7514403,1761.3914615,0.000,32.500,0.000,0.000,32.500,0.000,21.000,"0x0",633.2286376953125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
