Line,Sample,X,Y,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_18330Hz,Q_18330Hz,I_38310Hz,Q_38310Hz,I_80010Hz,Q_80010Hz,QSum
 0, 726,   481033.87,  4400173.84,  14,0,4, 1762.85, 80597923.700,222317.9237,    7.9,-1.95227e+002, 1.37560e+003, 5.88003e+002, 2.28219e+003, 1.65203e+003, 3.25517e+003, 6.91296e+003
 0, 727,   481033.79,  4400173.79,  14,0,4, 1762.85, 80598023.700,222318.0237,    6.1,-3.32523e+002, 1.53140e+003, 3.66783e+002, 2.40764e+003, 1.48057e+003, 3.18043e+003, 7.11948e+003
 0, 728,   481033.71,  4400173.75,  14,0,4, 1762.85, 80598123.700,222318.1237,    3.3,-3.86172e+002, 1.49032e+003, 2.91451e+002, 2.40462e+003, 1.43196e+003, 3.31772e+003, 7.21266e+003
 0, 729,   481033.63,  4400173.70,  14,0,4, 1762.85, 80598223.700,222318.2237,    8.5,-4.25319e+002, 1.44216e+003, 3.94063e+002, 2.06061e+003, 1.37997e+003, 3.43475e+003, 6.93752e+003
 0, 730,   481033.55,  4400173.66,  14,0,4, 1762.85, 80598323.700,222318.3237,    7.2,-4.26994e+002, 1.46167e+003, 3.01463e+002, 1.91429e+003, 1.30298e+003, 3.38865e+003, 6.76462e+003
 0, 731,   481033.47,  4400173.62,  14,0,4, 1762.86, 80598423.700,222318.4237,   13.8,-3.31755e+002, 1.47918e+003, 3.01226e+002, 2.26806e+003, 1.15791e+003, 3.32339e+003, 7.07064e+003
 0, 732,   481033.40,  4400173.57,  14,0,4, 1762.86, 80598523.700,222318.5237,   20.6,-2.28351e+002, 1.61957e+003, 6.02661e+002, 2.76745e+003, 1.33970e+003, 3.53170e+003, 7.91872e+003
 0, 733,   481033.32,  4400173.53,  14,0,4, 1762.86, 80598623.700,222318.6237,    8.6,-2.23575e+002, 1.58792e+003, 6.33885e+002, 2.38052e+003, 1.45927e+003, 3.60649e+003, 7.57493e+003
 0, 734,   481033.24,  4400173.49,  14,0,4, 1762.86, 80598723.700,222318.7237,    3.4,-6.24397e+001, 1.51905e+003, 3.53620e+002, 1.81555e+003, 1.52952e+003, 3.17315e+003, 6.50775e+003
 0, 735,   481033.16,  4400173.44,  14,0,4, 1762.86, 80598823.700,222318.8237,    3.1, 1.60677e+002, 1.52735e+003, 4.06697e+002, 2.27228e+003, 1.77005e+003, 3.03210e+003, 6.83172e+003
 0, 736,   481033.11,  4400173.40,  14,0,4, 1762.87, 80598923.700,222318.9237,    5.6, 1.99270e+002, 1.43943e+003, 9.46140e+002, 2.41355e+003, 2.21832e+003, 3.13667e+003, 6.98965e+003
 0, 737,   481033.06,  4400173.36,  14,0,4, 1762.87, 80599023.700,222319.0237,    4.8, 1.98750e+002, 1.30710e+003, 1.01807e+003, 2.25860e+003, 2.32051e+003, 3.07881e+003, 6.64451e+003
 0, 738,   481033.00,  4400173.32,  14,0,4, 1762.88, 80599123.700,222319.1237,   10.8, 1.81969e+002, 1.32752e+003, 5.89529e+002, 2.29460e+003, 2.07115e+003, 3.03879e+003, 6.66091e+003
 0, 739,   481032.95,  4400173.28,  14,0,4, 1762.88, 80599223.700,222319.2237,    4.4, 1.10284e+002, 1.45577e+003, 5.09292e+002, 2.52673e+003, 1.84946e+003, 3.12000e+003, 7.10251e+003
 0, 740,   481032.90,  4400173.24,  14,0,4, 1762.89, 80599323.700,222319.3237,    4.5, 6.83163e+001, 1.54908e+003, 6.56180e+002, 2.37372e+003, 1.64857e+003, 3.11070e+003, 7.03350e+003
 0, 741,   481032.85,  4400173.20,  14,0,4, 1762.89, 80599423.700,222319.4237,    4.4,-1.46335e+002, 1.54186e+003, 2.67637e+002, 2.21544e+003, 1.89125e+003, 3.04540e+003, 6.80270e+003
 0, 742,   481032.79,  4400173.16,  14,0,4, 1762.90, 80599523.700,222319.5237,    4.5,-3.41062e+002, 1.45986e+003,-2.25893e+002, 2.37793e+003, 1.94359e+003, 3.08328e+003, 6.92107e+003
 0, 743,   481032.74,  4400173.12,  14,0,4, 1762.91, 80599623.700,222319.6237,    4.4,-4.60225e+002, 1.50546e+003, 8.95022e+001, 2.39631e+003, 1.87371e+003, 3.20206e+003, 7.10383e+003
 0, 744,   481032.69,  4400173.07,  15,0,4, 1762.91, 80599723.700,222319.7237,    3.7,-4.62988e+002, 1.38314e+003, 4.66529e+002, 1.91952e+003, 1.83086e+003, 3.14628e+003, 6.44894e+003
 0, 745,   481032.64,  4400173.04,  15,0,4, 1762.92, 80599823.700,222319.8237,    3.5,-4.30875e+002, 1.23770e+003, 3.04262e+002, 1.78125e+003, 1.67794e+003, 3.05179e+003, 6.07073e+003
 0, 746,   481032.62,  4400173.03,  15,0,4, 1762.92, 80599923.700,222319.9237,    3.6,-3.59508e+002, 1.39608e+003, 1.17928e+002, 2.03238e+003, 1.67027e+003, 3.00821e+003, 6.43667e+003
 0, 747,   481032.60,  4400173.02,  15,0,4, 1762.92, 80600023.700,222320.0237,    4.2,-3.94865e+002, 1.43783e+003, 5.68321e+002, 2.18086e+003, 1.67536e+003, 3.08436e+003, 6.70306e+003
 0, 748,   481032.58,  4400173.01,  15,0,4, 1762.92, 80600123.700,222320.1237,    3.9,-5.00049e+002, 1.39214e+003, 2.54444e+002, 2.08302e+003, 1.65974e+003, 3.17591e+003, 6.65107e+003
 0, 749,   481032.56,  4400173.00,  15,0,4, 1762.92, 80600223.700,222320.2237,    4.3,-4.53704e+002, 1.41977e+003,-8.25177e+001, 2.00116e+003, 1.80827e+003, 3.32466e+003, 6.74559e+003
 0, 750,   481032.53,  4400172.99,  15,0,4, 1762.92, 80600323.700,222320.3237,    6.8,-4.41895e+002, 1.54601e+003, 2.16581e+002, 2.27581e+003, 1.79466e+003, 3.41950e+003, 7.24131e+003
 0, 751,   481032.51,  4400172.98,  15,0,4, 1762.93, 80600423.700,222320.4237,    6.4,-5.10065e+002, 1.49251e+003, 2.70592e+002, 2.29292e+003, 1.74811e+003, 3.38643e+003, 7.17185e+003
 0, 752,   481032.49,  4400172.97,  15,0,4, 1762.93, 80600523.700,222320.5237,    4.8,-4.68038e+002, 1.37223e+003, 1.23674e+002, 2.08840e+003, 1.74122e+003, 3.27188e+003, 6.73252e+003
 0, 753,   481032.47,  4400172.96,  15,0,4, 1762.93, 80600623.700,222320.6237,    4.1,-3.89548e+002, 1.39390e+003, 7.02979e+001, 2.14670e+003, 1.70815e+003, 3.28080e+003, 6.82140e+003
 0, 754,   481032.45,  4400172.95,  15,0,4, 1762.93, 80600723.700,222320.7237,    5.7,-2.54123e+002, 1.48758e+003, 2.26132e+002, 2.39579e+003, 1.64347e+003, 3.35119e+003, 7.23456e+003
 0, 755,   481032.42,  4400172.93,  15,0,4, 1762.93, 80600823.700,222320.8237,   12.4,-1.92916e+002, 1.55117e+003, 4.79130e+002, 2.41055e+003, 1.55285e+003, 3.47050e+003, 7.43222e+003
 0, 756,   481032.37,  4400172.89,  15,0,4, 1762.94, 80600923.700,222320.9237,    5.1,-2.96032e+002, 1.54213e+003, 3.32825e+002, 2.07720e+003, 1.69919e+003, 3.77947e+003, 7.39880e+003
 0, 757,   481032.31,  4400172.84,  15,0,4, 1762.94, 80601023.700,222321.0237,    6.4,-2.06028e+002, 1.43237e+003, 1.55348e+002, 2.25827e+003, 1.67394e+003, 3.89822e+003, 7.58886e+003
 0, 758,   481032.26,  4400172.80,  15,0,4, 1762.94, 80601123.700,222321.1237,    7.2,-2.27926e+002, 1.34218e+003, 3.65268e+002, 2.39729e+003, 1.39480e+003, 3.65870e+003, 7.39817e+003
 0, 759,   481032.21,  4400172.75,  15,0,4, 1762.95, 80601223.700,222321.2237,    5.8,-3.97010e+002, 1.35415e+003, 4.84489e+002, 2.13752e+003, 1.35214e+003, 3.44495e+003, 6.93662e+003
 0, 760,   481032.16,  4400172.71,  15,0,4, 1762.95, 80601323.700,222321.3237,    4.7,-2.49825e+002, 1.36355e+003, 3.12097e+002, 1.92661e+003, 1.59249e+003, 3.40446e+003, 6.69462e+003
 0, 761,   481032.11,  4400172.66,  15,0,4, 1762.95, 80601423.700,222321.4237,    6.0, 8.41296e+001, 1.32831e+003, 5.54472e+002, 2.14896e+003, 1.85344e+003, 3.37065e+003, 6.84792e+003
 0, 762,   481032.05,  4400172.61,  15,0,4, 1762.96, 80601523.700,222321.5237,    5.8, 3.62674e+002, 1.20315e+003, 8.86964e+002, 2.29660e+003, 2.09423e+003, 3.38685e+003, 6.88660e+003
 0, 763,   481032.00,  4400172.57,  15,0,4, 1762.96, 80601623.700,222321.6237,    8.5, 6.86670e+002, 1.26449e+003, 1.16637e+003, 2.17699e+003, 2.46708e+003, 3.37285e+003, 6.81433e+003
 0, 764,   481031.95,  4400172.52,  15,0,4, 1762.96, 80601723.700,222321.7237,    7.0, 7.10725e+002, 1.39695e+003, 1.09610e+003, 2.19811e+003, 2.47595e+003, 3.21015e+003, 6.80521e+003
 0, 765,   481031.89,  4400172.48,  15,0,4, 1762.97, 80601823.700,222321.8237,    9.2, 2.97981e+002, 1.40614e+003, 9.44956e+002, 2.32336e+003, 2.00452e+003, 3.19552e+003, 6.92501e+003
 0, 766,   481031.81,  4400172.43,  15,0,4, 1762.97, 80601923.700,222321.9237,    7.9, 1.14310e+001, 1.25029e+003, 6.84306e+002, 2.17911e+003, 1.63811e+003, 3.24474e+003, 6.67414e+003
 0, 767,   481031.73,  4400172.38,  15,0,4, 1762.97, 80602023.700,222322.0237,    4.0,-1.84706e+002, 1.07073e+003, 2.82986e+002, 1.81129e+003, 1.53940e+003, 3.25682e+003, 6.13885e+003
 0, 768,   481031.65,  4400172.33,  15,0,4, 1762.97, 80602123.700,222322.1237,    3.9,-2.85843e+002, 1.20058e+003, 2.83757e+002, 2.25949e+003, 1.54082e+003, 3.23815e+003, 6.69822e+003
 0, 769,   481031.57,  4400172.28,  15,0,4, 1762.97, 80602223.700,222322.2237,    5.7,-3.23461e+002, 1.35212e+003, 4.89904e+002, 2.58894e+003, 1.57441e+003, 3.21981e+003, 7.16087e+003
 0, 770,   481031.49,  4400172.23,  15,0,4, 1762.98, 80602323.700,222322.3237,   14.8,-4.37844e+002, 1.37356e+003, 5.53990e+002, 2.17864e+003, 1.52986e+003, 3.28134e+003, 6.83354e+003
 0, 771,   481031.41,  4400172.18,  15,0,4, 1762.98, 80602423.700,222322.4237,   31.6,-3.55867e+002, 1.31247e+003, 3.16417e+002, 2.04470e+003, 1.42794e+003, 3.32398e+003, 6.68115e+003
 0, 772,   481031.33,  4400172.14,  15,0,4, 1762.98, 80602523.700,222322.5237,   20.4,-4.60516e+001, 1.23708e+003, 3.61936e+002, 2.07792e+003, 1.62150e+003, 3.51488e+003, 6.82988e+003
 0, 773,   481031.25,  4400172.09,  15,0,4, 1762.98, 80602623.700,222322.6237,    4.1, 8.79686e+001, 1.30255e+003, 5.67505e+002, 1.97431e+003, 1.97924e+003, 3.56786e+003, 6.84471e+003
 0, 774,   481031.17,  4400172.04,  15,0,4, 1762.98, 80602723.700,222322.7237,    6.6, 8.13573e+001, 1.28938e+003, 7.91105e+002, 1.84093e+003, 2.12234e+003, 3.33370e+003, 6.46401e+003
