"","TRACE",1
"","Position (m)",0
"Point","Time (ns)"
1,0,10897
2,0.40000000000000002,10685
3,0.80000000000000004,8610
4,1.2000000000000002,5054
5,1.6000000000000001,747
6,2,-2759
7,2.4000000000000004,-5738
8,2.8000000000000003,-7636
9,3.2000000000000002,-8604
10,3.6000000000000001,-7924
11,4,-6415
12,4.4000000000000004,-3913
13,4.8000000000000007,-1232
14,5.2000000000000002,1155
15,5.6000000000000005,2561
16,6,3115
17,6.4000000000000004,2876
18,6.8000000000000007,2290
19,7.2000000000000002,1731
20,7.6000000000000005,1060
21,8,457
22,8.4000000000000004,287
23,8.8000000000000007,-41
24,9.2000000000000011,-451
25,9.6000000000000014,-176
26,10,-178
27,10.4,-77
28,10.800000000000001,-150
29,11.200000000000001,-110
30,11.600000000000001,103
31,12,269
32,12.4,273
33,12.800000000000001,310
34,13.200000000000001,261
35,13.600000000000001,84
36,14,-24
37,14.4,-240
38,14.800000000000001,-169
39,15.200000000000001,-308
40,15.600000000000001,-257
41,16,-139
42,16.400000000000002,-20
43,16.800000000000001,29
44,17.199999999999999,83
45,17.600000000000001,130
46,18,289
47,18.400000000000002,67
48,18.800000000000001,232
49,19.200000000000003,247
50,19.600000000000001,-14
51,20,138
52,20.400000000000002,74
53,20.800000000000001,55
54,21.200000000000003,41
55,21.600000000000001,-31
56,22,175
57,22.400000000000002,-57
58,22.800000000000001,-109
59,23.200000000000003,-78
60,23.600000000000001,-86
61,24,-5
62,24.400000000000002,-90
63,24.800000000000001,61
64,25.200000000000003,38
65,25.600000000000001,45
66,26,104
67,26.400000000000002,70
68,26.800000000000001,-2
69,27.200000000000003,-145
70,27.600000000000001,46
71,28,23
72,28.400000000000002,116
73,28.800000000000001,63
74,29.200000000000003,89
75,29.600000000000001,40
76,30,-31
77,30.400000000000002,139
78,30.800000000000001,60
79,31.200000000000003,-8
80,31.600000000000001,72
81,32,74
82,32.399999999999999,128
83,32.800000000000004,-50
84,33.200000000000003,54
85,33.600000000000001,35
86,34,9
87,34.399999999999999,17
88,34.800000000000004,-27
89,35.200000000000003,57
90,35.600000000000001,-41
91,36,126
92,36.399999999999999,12
93,36.800000000000004,112
94,37.200000000000003,53
95,37.600000000000001,-85
96,38,62
97,38.400000000000006,-35
98,38.800000000000004,-52
99,39.200000000000003,75
100,39.600000000000001,4
101,40,50
102,40.400000000000006,-65
103,40.800000000000004,-58
104,41.200000000000003,12
105,41.600000000000001,-123
106,42,-26
107,42.400000000000006,-83
108,42.800000000000004,-114
109,43.200000000000003,-66
110,43.600000000000001,45
111,44,41
112,44.400000000000006,-82
113,44.800000000000004,23
114,45.200000000000003,46
115,45.600000000000001,38
116,46,-40
117,46.400000000000006,98
118,46.800000000000004,17
119,47.200000000000003,-200
120,47.600000000000001,11
121,48,-86
122,48.400000000000006,122
123,48.800000000000004,-41
124,49.200000000000003,129
125,49.600000000000001,-164
126,50,128
127,50.400000000000006,0
128,50.800000000000004,26
129,51.200000000000003,-67
130,51.600000000000001,-65
131,52,10
132,52.400000000000006,-3
133,52.800000000000004,55
134,53.200000000000003,75
135,53.600000000000001,117
136,54,33
137,54.400000000000006,18
138,54.800000000000004,193
139,55.200000000000003,120
140,55.600000000000001,48
141,56,153
142,56.400000000000006,-96
143,56.800000000000004,47
144,57.200000000000003,-4
145,57.600000000000001,105
146,58,47
147,58.400000000000006,196
148,58.800000000000004,127
149,59.200000000000003,15
150,59.600000000000001,155
151,60,119
152,60.400000000000006,23
153,60.800000000000004,24
154,61.200000000000003,-116
155,61.600000000000001,59
156,62,92
157,62.400000000000006,-41
158,62.800000000000004,162
159,63.200000000000003,-173
160,63.600000000000001,-7
161,64,9
162,64.400000000000006,56
163,64.799999999999997,73
164,65.200000000000003,-11
165,65.600000000000009,-17
166,66,130
167,66.400000000000006,12
168,66.799999999999997,72
169,67.200000000000003,57
170,67.600000000000009,-51
171,68,25
172,68.400000000000006,51
173,68.799999999999997,120
174,69.200000000000003,-99
175,69.600000000000009,25
176,70,134
177,70.400000000000006,-134
178,70.799999999999997,24
179,71.200000000000003,-3
180,71.600000000000009,37
181,72,55
182,72.400000000000006,-14
183,72.799999999999997,-8
184,73.200000000000003,10
185,73.600000000000009,-54
186,74,93
187,74.400000000000006,33
188,74.799999999999997,24
189,75.200000000000003,-73
190,75.600000000000009,69
191,76,56
192,76.400000000000006,81
193,76.800000000000011,-25
194,77.200000000000003,66
195,77.600000000000009,-82
196,78,-167
197,78.400000000000006,94
198,78.800000000000011,90
199,79.200000000000003,-62
200,79.600000000000009,52
