"","TRACE",1,2,3,4,5
"","Position (m)",0,0.10000000000000001,0.20000000000000001,0.30000000000000004,0.40000000000000002
"Point","Time (ns)"
1207,-165.624,49,-8,-59,-79,-118
1208,-165.22399999999999,139,101,32,9,83
1209,-164.82399999999998,-23,-65,-109,111,13
1210,-164.42399999999998,-131,4,-23,204,-37
1211,-164.024,-191,15,-211,4,-31
1212,-163.624,-48,15,-11,-115,-42
1213,-163.22399999999999,61,-20,36,9,42
1214,-162.82399999999998,15,-61,-110,-68,-51
1215,-162.42399999999998,55,74,-89,34,38
1216,-162.024,28,171,45,-67,47
1217,-161.624,89,-1,-33,-14,97
1218,-161.22399999999999,-47,76,-84,51,31
1219,-160.82399999999998,128,-76,-92,-3,51
1220,-160.42399999999998,23,27,36,-52,23
1221,-160.024,5,68,108,-93,195
1222,-159.624,168,-86,258,-44,-93
1223,-159.22399999999999,-23,-102,-43,131,134
1224,-158.82399999999998,86,113,-36,-2,110
1225,-158.42399999999998,-156,80,9,46,32
1226,-158.024,-29,-133,5,107,60
1227,-157.624,-14,-93,-148,-73,-94
1228,-157.22399999999999,124,-61,33,79,35
1229,-156.82399999999998,-143,162,59,-97,153
1230,-156.42399999999998,23,124,-143,-67,58
1231,-156.024,-2,44,-186,185,20
1232,-155.624,35,20,-31,-81,-64
1233,-155.22399999999999,-144,0,-6,45,61
1234,-154.82399999999998,-122,-90,-71,-48,-111
1235,-154.42399999999998,225,171,117,8,50
1236,-154.024,-12,17,-64,178,-13
1237,-153.624,-107,15,63,-39,-95
1238,-153.22399999999999,114,-54,7,-55,88
1239,-152.82399999999998,-46,91,-23,20,66
1240,-152.42399999999998,-139,-93,-48,-182,200
1241,-152.02399999999997,-7,88,-275,72,174
1242,-151.624,85,-111,59,-54,84
1243,-151.22399999999999,1,47,-101,6,-22
1244,-150.82399999999998,7,81,-34,72,-63
1245,-150.42399999999998,47,9,162,-41,-13
1246,-150.02399999999997,45,-25,-13,93,19
1247,-149.624,50,9,109,-66,-73
1248,-149.22399999999999,-72,-104,-18,29,-44
1249,-148.82399999999998,-4,-98,68,183,-90
1250,-148.42399999999998,49,18,32,3,0
1251,-148.02399999999997,-74,34,-26,-44,145
1252,-147.624,112,-10,46,74,242
1253,-147.22399999999999,-5,15,-26,0,4
1254,-146.82399999999998,-54,37,-53,61,-138
1255,-146.42399999999998,-120,-13,-33,147,160
1256,-146.02399999999997,2,18,5,-64,6
1257,-145.624,22,117,87,107,-38
1258,-145.22399999999999,42,2,34,-109,37
1259,-144.82399999999998,91,64,-101,3,-1
1260,-144.42399999999998,-87,-35,-103,-128,158
1261,-144.02399999999997,-3,133,64,52,-65
1262,-143.624,-125,42,-53,150,-47
1263,-143.22399999999999,-58,0,-61,-53,-246
1264,-142.82399999999998,-57,26,-14,52,-79
1265,-142.42399999999998,92,28,-2,59,2
1266,-142.02399999999997,-45,-34,-122,-100,-32
1267,-141.624,76,117,-42,-35,-108
1268,-141.22399999999999,-24,95,1,116,-42
1269,-140.82399999999998,-11,-44,-70,-122,-108
1270,-140.42399999999998,27,168,63,88,9
1271,-140.02399999999997,-125,-9,184,-167,-148
1272,-139.624,-50,-18,10,-72,28
1273,-139.22399999999999,-115,62,86,-90,-59
1274,-138.82399999999998,-53,11,38,-97,-16
1275,-138.42399999999998,-45,144,145,115,-62
1276,-138.02399999999997,-39,78,147,122,-73
1277,-137.624,33,8,-44,38,26
1278,-137.22399999999999,-63,-32,-71,-40,6
1279,-136.82399999999998,74,-151,115,-78,-169
1280,-136.42399999999998,-56,-1,-158,-26,132
1281,-136.02399999999997,-18,-146,-107,-293,-52
1282,-135.624,-102,52,15,-6,54
1283,-135.22399999999999,4,-17,-156,-48,-63
1284,-134.82399999999998,42,-53,-26,-89,8
1285,-134.42399999999998,34,64,-55,-94,150
1286,-134.02399999999997,83,-54,-8,-82,20
1287,-133.624,-57,19,-77,39,-43
1288,-133.22399999999999,31,-61,140,63,109
1289,-132.82399999999998,85,11,135,119,-144
1290,-132.42399999999998,-8,-3,-44,97,20
1291,-132.02399999999997,22,-59,28,-27,-145
1292,-131.624,-205,73,-82,21,106
1293,-131.22399999999999,1,-131,69,-144,-47
1294,-130.82399999999998,39,87,120,-79,11
1295,-130.42399999999998,90,8,96,-8,-32
1296,-130.02399999999997,-242,17,-71,-46,-189
1297,-129.624,214,7,29,72,-71
1298,-129.22399999999999,-51,-39,53,-59,-44
1299,-128.82399999999998,-110,20,3,-77,64
1300,-128.42399999999998,29,4,-68,11,35
1301,-128.02399999999997,196,-39,-24,31,-68
1302,-127.62399999999998,10,-14,125,59,197
1303,-127.22399999999999,-44,174,-83,-73,35
1304,-126.82399999999998,128,119,110,113,22
1305,-126.42399999999998,6,184,11,-27,-76
1306,-126.02399999999999,0,31,-40,-73,46
1307,-125.62399999999998,127,62,83,-103,-94
1308,-125.22399999999999,-105,40,-33,-117,-9
1309,-124.82399999999998,26,89,13,101,46
1310,-124.42399999999998,-18,-16,-45,50,-83
1311,-124.02399999999999,79,-85,-136,-144,136
1312,-123.62399999999998,98,59,73,-101,23
1313,-123.22399999999999,-38,-5,-55,-126,-26
1314,-122.82399999999998,50,-10,163,74,54
1315,-122.42399999999998,-162,-100,-113,43,-164
1316,-122.02399999999999,-185,113,3,-54,133
1317,-121.62399999999998,-259,241,-2,177,8
1318,-121.22399999999999,15,-150,34,-25,81
1319,-120.82399999999998,78,26,174,102,-87
1320,-120.42399999999998,-106,-16,-10,74,87
1321,-120.02399999999999,42,126,-112,-45,-107
1322,-119.62399999999998,139,-6,61,55,59
1323,-119.22399999999999,-62,-35,19,-155,-37
1324,-118.82399999999998,74,-37,-13,-7,22
1325,-118.42399999999998,16,-66,-47,63,25
1326,-118.02399999999999,-12,54,72,-40,-76
1327,-117.62399999999998,171,128,43,-69,113
1328,-117.22399999999999,78,77,-101,2,-62
1329,-116.82399999999998,-71,-75,1,-54,77
1330,-116.42399999999998,77,-23,-81,44,-86
1331,-116.02399999999999,-19,-69,-13,-180,12
1332,-115.62399999999998,40,135,184,34,99
1333,-115.22399999999999,-192,-15,170,0,-86
1334,-114.82399999999998,264,-5,91,70,83
1335,-114.42399999999998,-110,42,-33,65,94
1336,-114.02399999999999,23,-5,-33,11,112
1337,-113.62399999999998,-39,202,37,-77,254
1338,-113.22399999999999,-34,47,-74,-124,-44
1339,-112.82399999999998,121,-241,38,34,135
1340,-112.42399999999998,-33,-70,-52,169,117
1341,-112.02399999999999,213,2,-32,51,-11
1342,-111.62399999999998,58,191,121,-191,-22
1343,-111.22399999999999,38,71,97,69,66
1344,-110.82399999999998,-24,9,52,-60,-17
1345,-110.42399999999998,172,-56,53,41,58
1346,-110.02399999999999,-53,-157,-82,-146,-90
1347,-109.62399999999998,-121,-44,35,-32,-124
1348,-109.22399999999999,105,-22,52,52,81
1349,-108.82399999999998,-78,52,38,-45,-42
1350,-108.42399999999998,3,52,-22,12,-31
1351,-108.02399999999999,30,12,5,-48,12
1352,-107.62399999999998,91,15,-24,129,5
1353,-107.22399999999999,-53,-85,185,75,-240
1354,-106.82399999999998,164,169,-21,63,-113
1355,-106.42399999999998,-134,26,69,-27,-67
1356,-106.02399999999999,42,-22,39,-129,-46
1357,-105.62399999999998,-29,102,-39,180,81
1358,-105.22399999999999,33,13,-164,-79,-80
1359,-104.82399999999998,-31,171,-172,118,19
1360,-104.42399999999998,88,-118,48,-147,9
1361,-104.02399999999999,104,42,197,-106,-12
1362,-103.62399999999998,-82,-245,-48,-46,83
1363,-103.22399999999999,59,148,-3,31,-18
1364,-102.82399999999998,-41,-117,56,37,125
1365,-102.42399999999998,-31,-112,-123,27,-9
1366,-102.02399999999999,-29,-8,73,12,86
1367,-101.62399999999998,-95,-55,-59,-59,-52
1368,-101.22399999999999,-59,-40,25,12,-30
1369,-100.82399999999998,140,225,66,61,131
1370,-100.42399999999998,-231,-8,-60,-36,-53
1371,-100.02399999999999,248,28,-39,-38,-24
1372,-99.623999999999981,-98,-43,158,60,24
1373,-99.22399999999999,27,-42,70,9,-54
1374,-98.823999999999984,27,-46,-18,270,75
1375,-98.423999999999978,5,18,1,73,-55
1376,-98.023999999999987,57,0,-72,23,-86
1377,-97.623999999999981,10,-34,-6,-37,-8
1378,-97.22399999999999,6,137,72,-7,-25
1379,-96.823999999999984,-53,-53,-76,61,-44
1380,-96.423999999999978,-4,43,-113,-46,-219
1381,-96.023999999999987,125,36,110,-81,-90
1382,-95.623999999999981,20,39,53,-60,12
1383,-95.22399999999999,118,51,-8,-168,-27
1384,-94.823999999999984,68,89,15,66,24
1385,-94.423999999999978,-40,-67,66,-127,-153
1386,-94.023999999999987,-41,27,56,-36,73
1387,-93.623999999999981,-105,-15,51,10,-129
1388,-93.22399999999999,55,58,-148,-154,49
1389,-92.823999999999984,21,-62,62,21,-9
1390,-92.423999999999978,174,-81,39,71,-56
1391,-92.023999999999987,-56,101,-46,11,-78
1392,-91.623999999999981,-71,-202,70,-130,29
1393,-91.22399999999999,-127,-64,-25,-8,140
1394,-90.823999999999984,-75,71,152,102,74
1395,-90.423999999999978,-143,-96,-188,-24,31
1396,-90.023999999999987,-44,-106,161,-24,-24
1397,-89.623999999999981,-105,-158,-107,161,112
1398,-89.22399999999999,57,125,115,247,-58
1399,-88.823999999999984,-26,-115,-89,92,-55
1400,-88.423999999999978,25,15,-69,-76,-24
1401,-88.023999999999987,55,10,-113,145,2
1402,-87.623999999999981,-9,-45,30,-19,-14
1403,-87.22399999999999,64,-103,77,12,69
1404,-86.823999999999984,93,-84,4,111,21
1405,-86.423999999999978,257,-72,-15,-84,24
1406,-86.023999999999987,-1,63,95,-72,-68
1407,-85.623999999999981,127,20,210,35,-63
1408,-85.22399999999999,-38,-22,68,167,-28
1409,-84.823999999999984,-27,-25,-17,-262,111
1410,-84.423999999999978,-88,-33,77,0,-67
1411,-84.023999999999987,-165,51,-165,-12,73
1412,-83.623999999999981,-26,-39,-166,30,71
1413,-83.22399999999999,129,81,-69,-59,33
1414,-82.823999999999984,74,-5,40,38,14
1415,-82.423999999999978,-48,-7,117,-174,-125
1416,-82.023999999999987,120,29,30,34,81
1417,-81.623999999999981,-18,-32,-61,-78,-116
1418,-81.22399999999999,13,-47,29,-78,130
1419,-80.823999999999984,-59,10,-7,-4,68
1420,-80.423999999999978,-131,93,156,-110,23
1421,-80.023999999999987,-18,122,39,17,11
1422,-79.623999999999981,-106,-88,-187,2,-136
1423,-79.22399999999999,143,70,-12,25,-48
1424,-78.823999999999984,-107,-61,90,53,-18
1425,-78.423999999999978,-19,-138,21,-147,-85
1426,-78.023999999999987,1,19,-66,86,-62
1427,-77.623999999999981,-71,2,85,91,-19
1428,-77.22399999999999,-14,241,102,-36,14
1429,-76.823999999999984,-299,-27,165,-7,-102
1430,-76.423999999999978,-8,-73,69,-29,29
1431,-76.023999999999987,42,15,-130,49,63
1432,-75.623999999999981,-20,7,-96,93,-11
1433,-75.223999999999975,-5,37,-114,42,14
1434,-74.823999999999984,100,18,100,55,-78
1435,-74.423999999999978,201,90,40,-72,-20
1436,-74.023999999999987,-257,-196,70,-188,-116
1437,-73.623999999999981,-235,-76,-54,101,-27
1438,-73.223999999999975,-82,-20,190,15,11
1439,-72.823999999999984,35,44,-50,-71,-126
1440,-72.423999999999978,-83,-6,6,-81,141
1441,-72.023999999999987,-29,138,134,-8,-130
1442,-71.623999999999981,-50,-4,25,-54,-68
1443,-71.223999999999975,0,52,109,68,-151
1444,-70.823999999999984,-115,-60,135,-8,-48
1445,-70.423999999999978,64,-6,62,-32,-21
1446,-70.023999999999987,-27,-50,2,55,-15
1447,-69.623999999999981,126,-27,-13,-11,33
1448,-69.223999999999975,93,-94,-44,-44,102
1449,-68.823999999999984,231,-154,39,67,-50
1450,-68.423999999999978,30,63,-69,-194,44
1451,-68.023999999999987,-8,84,22,-20,49
1452,-67.623999999999981,-111,-129,20,-168,-38
1453,-67.223999999999975,50,84,-119,77,-31
1454,-66.823999999999984,-70,-107,-46,-107,96
1455,-66.423999999999978,-8,-182,83,11,-44
1456,-66.023999999999987,74,135,-52,61,35
1457,-65.623999999999981,106,20,-6,-8,116
1458,-65.223999999999975,4,9,46,-71,-22
1459,-64.823999999999984,20,94,-64,83,-42
1460,-64.423999999999978,-14,-35,113,-345,-128
1461,-64.023999999999987,-32,116,-137,35,-103
1462,-63.623999999999981,-77,84,137,-46,-131
1463,-63.223999999999982,8,18,-23,-22,31
1464,-62.823999999999984,40,-57,-143,65,-176
1465,-62.423999999999978,38,37,79,-33,57
1466,-62.02399999999998,85,-57,43,20,-69
1467,-61.623999999999981,-17,223,111,-26,-88
1468,-61.223999999999982,72,132,62,-75,-10
1469,-60.823999999999984,-70,33,8,-107,-120
1470,-60.423999999999978,74,25,35,-85,64
1471,-60.02399999999998,-110,-7,-166,37,61
1472,-59.623999999999981,55,55,73,-39,81
1473,-59.223999999999982,-80,154,-54,138,-110
1474,-58.823999999999984,5,0,-5,-79,33
1475,-58.423999999999978,101,-19,-38,-56,-28
1476,-58.02399999999998,-41,22,-1,63,-9
1477,-57.623999999999981,37,30,-174,-96,-45
1478,-57.223999999999982,-39,-22,-168,46,52
1479,-56.823999999999984,9,1,-29,-117,-24
1480,-56.423999999999978,59,-52,146,-68,-56
1481,-56.02399999999998,74,10,30,-61,164
1482,-55.623999999999981,-215,20,-41,-154,-107
1483,-55.223999999999982,63,-5,114,-72,-179
1484,-54.823999999999984,-92,-149,-28,-223,-63
1485,-54.423999999999978,42,-16,-1,105,68
1486,-54.02399999999998,-76,-63,84,93,154
1487,-53.623999999999981,-22,-38,111,-11,65
1488,-53.223999999999982,-76,92,-182,91,57
1489,-52.823999999999984,102,14,89,-89,1
1490,-52.423999999999978,-2,169,-22,-23,62
1491,-52.02399999999998,-7,-58,-80,14,85
1492,-51.623999999999981,39,-122,-79,-32,0
1493,-51.223999999999982,32,44,93,111,-27
1494,-50.823999999999984,46,21,-152,-53,13
1495,-50.423999999999978,-117,39,277,-69,-154
1496,-50.02399999999998,-106,-110,-11,-45,-39
1497,-49.623999999999981,-73,6,21,37,50
1498,-49.223999999999982,87,109,-72,43,67
1499,-48.823999999999984,87,-7,50,83,-48
1500,-48.423999999999978,49,66,-151,136,22
1501,-48.02399999999998,-36,30,33,30,-72
1502,-47.623999999999981,22,36,40,40,-76
1503,-47.223999999999982,13,84,39,-133,165
1504,-46.823999999999984,18,-21,20,10,-120
1505,-46.423999999999978,109,-46,-65,159,54
1506,-46.02399999999998,12,98,-98,36,-55
1507,-45.623999999999981,30,-51,64,-48,-30
1508,-45.223999999999982,-102,-51,-1,-74,152
1509,-44.823999999999984,115,-102,-39,-58,-215
1510,-44.423999999999978,-53,-11,2,-21,102
1511,-44.02399999999998,-11,145,96,-16,-39
1512,-43.623999999999981,37,140,-6,-21,27
1513,-43.223999999999982,-72,-54,-43,-68,81
1514,-42.823999999999984,44,-44,240,-63,-99
1515,-42.423999999999978,94,55,14,24,-4
1516,-42.02399999999998,81,45,-28,-57,142
1517,-41.623999999999981,45,10,33,-66,31
1518,-41.223999999999982,104,5,-75,60,-7
1519,-40.823999999999984,91,2,-71,51,-1
1520,-40.423999999999978,-82,-74,49,34,18
1521,-40.02399999999998,-10,-94,-72,-2,-106
1522,-39.623999999999981,5,100,74,-89,-15
1523,-39.223999999999982,-135,21,-138,73,11
1524,-38.823999999999984,-43,-99,24,72,108
1525,-38.423999999999978,6,137,19,197,-33
1526,-38.02399999999998,-56,-17,25,76,32
1527,-37.623999999999981,-186,52,6,120,-78
1528,-37.223999999999982,3,-12,-40,154,-68
1529,-36.823999999999977,38,-54,168,-30,-69
1530,-36.423999999999978,54,48,16,91,-144
1531,-36.02399999999998,-166,-43,18,-263,26
1532,-35.623999999999981,73,-85,299,74,13
1533,-35.223999999999982,4,7,163,110,-68
1534,-34.823999999999977,56,23,27,-132,-20
1535,-34.423999999999978,134,-13,-38,130,109
1536,-34.02399999999998,-7,-166,-76,-2,-2
1537,-33.623999999999981,-65,13,129,138,52
1538,-33.223999999999982,-95,-43,-93,-99,-22
1539,-32.823999999999977,-11,172,142,-1,-184
1540,-32.423999999999978,32,-7,-52,24,18
1541,-32.02399999999998,-44,-127,128,-104,-71
1542,-31.623999999999981,-153,-1,-61,-153,-107
1543,-31.223999999999979,-15,53,41,97,-35
1544,-30.82399999999998,-5,-44,-40,116,-72
1545,-30.423999999999978,67,29,122,160,11
1546,-30.02399999999998,-175,10,-100,-69,29
1547,-29.623999999999981,147,-113,-83,165,-118
1548,-29.223999999999979,-25,105,-56,246,-73
1549,-28.82399999999998,107,238,-105,118,-64
1550,-28.423999999999978,-42,36,36,69,68
1551,-28.02399999999998,67,-49,-114,-60,-53
1552,-27.623999999999981,-87,-69,81,-98,104
1553,-27.223999999999979,-61,23,-113,-12,-51
1554,-26.82399999999998,-68,-104,78,8,1
1555,-26.423999999999978,119,-39,-130,15,16
1556,-26.02399999999998,-91,31,25,-37,-138
1557,-25.623999999999981,9,-60,107,-14,95
1558,-25.223999999999979,-190,-46,-34,93,-80
1559,-24.82399999999998,161,-90,-132,-64,48
1560,-24.423999999999978,149,-1,29,11,-11
1561,-24.02399999999998,-50,-38,162,-28,-58
1562,-23.623999999999981,3,-57,130,-12,59
1563,-23.223999999999979,15,49,-231,-103,-26
1564,-22.82399999999998,31,105,12,-81,68
1565,-22.423999999999978,-42,230,49,-26,7
1566,-22.02399999999998,83,-103,49,28,-22
1567,-21.623999999999981,64,-53,-79,194,109
1568,-21.223999999999979,168,-106,9,72,-57
1569,-20.82399999999998,42,-22,65,-85,-73
1570,-20.423999999999978,-247,58,225,-23,-30
1571,-20.02399999999998,-179,22,-36,79,-24
1572,-19.623999999999981,15,-61,-34,-33,38
1573,-19.223999999999979,146,105,102,7,-19
1574,-18.82399999999998,-3,-61,18,-184,-160
1575,-18.423999999999978,11,82,65,106,-143
1576,-18.02399999999998,-112,59,4,13,-60
1577,-17.623999999999977,-28,129,-52,-71,76
1578,-17.223999999999979,-93,107,115,16,-75
1579,-16.82399999999998,-27,44,8,12,11
1580,-16.423999999999978,-40,-111,120,-6,-11
1581,-16.02399999999998,83,68,-82,41,-9
1582,-15.623999999999979,-36,62,-37,56,35
1583,-15.223999999999979,-119,132,85,-54,9
1584,-14.823999999999979,37,66,30,29,140
1585,-14.423999999999978,103,-116,10,-97,89
1586,-14.02399999999998,-170,-352,64,44,-98
1587,-13.623999999999979,20,-5,-56,89,71
1588,-13.223999999999979,-39,-201,103,-19,-18
1589,-12.823999999999979,144,-16,-1,166,-32
1590,-12.423999999999978,-67,29,-4,-66,24
1591,-12.02399999999998,-46,55,56,-161,-188
1592,-11.623999999999979,-41,-22,-5,-88,12
1593,-11.223999999999979,79,-78,-68,-84,59
1594,-10.823999999999979,-57,147,99,-52,22
1595,-10.423999999999978,-12,-13,57,-64,14
1596,-10.02399999999998,8,-5,51,-131,-71
1597,-9.6239999999999792,89,15,-7,31,7
1598,-9.2239999999999789,80,-105,182,-3,-128
1599,-8.8239999999999785,-5,130,-102,32,-47
1600,-8.4239999999999782,-32,-95,-55,-34,42
1601,-8.0239999999999778,35,92,40,25,10
1602,-7.6239999999999783,80,22,19,33,102
1603,-7.2239999999999789,-51,34,-15,-11,16
1604,-6.8239999999999785,-136,-34,137,-135,73
1605,-6.4239999999999782,-119,182,-60,72,-132
1606,-6.0239999999999787,22,-31,62,-165,15
1607,-5.6239999999999783,-134,-22,6,64,-83
1608,-5.2239999999999789,-38,31,-10,-180,-121
1609,-4.8239999999999785,77,115,22,63,-1
1610,-4.4239999999999782,-24,-27,-86,114,-103
1611,-4.0239999999999787,99,393,139,176,268
1612,-3.6239999999999783,-39,6,32,63,-27
1613,-3.2239999999999784,-557,-691,-764,-598,-652
1614,-2.8239999999999785,-1310,-1411,-1634,-1357,-1347
1615,-2.4239999999999782,-3036,-2935,-3122,-2921,-3008
1616,-2.0239999999999783,-4560,-4303,-4628,-4380,-4392
1617,-1.6239999999999783,-4790,-4782,-4736,-4690,-4599
1618,-1.2239999999999782,-4143,-4269,-4269,-4335,-4272
1619,-0.82399999999997819,-2474,-2522,-2588,-2220,-2710
1620,-0.42399999999997817,1447,1484,1579,1584,1436
1621,-0.023999999999978174,6165,6196,6582,6423,6194
1622,0.37600000000002187,10128,9930,10087,10035,9972
1623,0.77600000000002189,11425,11527,11497,11410,11454
1624,1.1760000000000219,9889,10232,10266,10239,10129
1625,1.5760000000000218,6322,6477,6328,6652,6453
1626,1.976000000000022,1750,1718,1648,1866,1720
1627,2.3760000000000221,-3223,-2776,-2981,-2792,-3139
1628,2.776000000000022,-6941,-6658,-6780,-6553,-6775
1629,3.1760000000000219,-8931,-8911,-8813,-8852,-8834
1630,3.5760000000000218,-9286,-9206,-9419,-9534,-9439
1631,3.9760000000000222,-7861,-8359,-7887,-8001,-7965
1632,4.3760000000000217,-5298,-5519,-5479,-5575,-5539
1633,4.776000000000022,-2326,-2506,-2316,-2524,-2603
1634,5.1760000000000224,280,252,201,372,445
1635,5.5760000000000218,1799,1900,1940,1829,1863
1636,5.9760000000000222,2635,2263,2407,2512,2454
1637,6.3760000000000225,2646,2454,2635,2571,2566
1638,6.776000000000022,2476,2457,2427,2325,2348
1639,7.1760000000000224,2208,2182,2220,2113,2180
1640,7.5760000000000218,1656,1716,1761,1728,1661
1641,7.9760000000000222,990,1191,1193,981,1144
1642,8.3760000000000225,84,411,314,316,341
1643,8.7760000000000229,-90,-300,-166,-228,-265
1644,9.1760000000000215,-482,-340,-532,-541,-548
1645,9.5760000000000218,-373,-406,-426,-273,-545
1646,9.9760000000000222,-133,-80,-212,-224,-121
1647,10.376000000000023,-64,-80,48,109,-28
1648,10.776000000000023,295,131,135,153,72
1649,11.176000000000023,315,246,17,157,171
1650,11.576000000000022,-60,75,87,-72,123
1651,11.976000000000022,-94,-21,-58,-70,136
1652,12.376000000000023,-104,23,-197,-174,-104
1653,12.776000000000023,-102,36,-17,-33,-115
1654,13.176000000000023,-11,-113,-139,130,2
1655,13.576000000000022,-28,88,-151,42,48
1656,13.976000000000022,158,111,32,202,251
1657,14.376000000000023,65,92,97,132,111
1658,14.776000000000023,105,366,114,105,86
1659,15.176000000000023,55,58,76,131,206
1660,15.576000000000022,89,16,-144,-18,-74
1661,15.976000000000022,-58,-23,96,-222,-135
1662,16.376000000000023,-71,-145,-25,-85,-81
1663,16.776000000000021,43,6,66,44,-41
1664,17.176000000000023,-58,-42,-108,48,-27
1665,17.576000000000022,5,-65,165,-60,87
1666,17.976000000000024,29,262,-23,-27,147
1667,18.376000000000023,82,-64,16,-8,77
1668,18.776000000000021,166,207,14,109,266
1669,19.176000000000023,-4,-38,183,187,136
1670,19.576000000000022,-40,133,36,71,49
1671,19.976000000000024,-7,61,156,162,-9
1672,20.376000000000023,35,-122,39,-97,-57
1673,20.776000000000025,114,-19,-12,42,-27
1674,21.176000000000023,-127,79,33,151,76
1675,21.576000000000022,-135,-48,220,-182,6
1676,21.976000000000024,101,84,-27,51,12
1677,22.376000000000023,60,-16,-99,53,-63
1678,22.776000000000025,154,-37,72,-65,95
1679,23.176000000000023,-69,102,-11,51,43
1680,23.576000000000022,-31,-12,-19,68,-63
1681,23.976000000000024,101,74,120,11,208
1682,24.376000000000023,-128,20,34,43,-24
1683,24.776000000000025,159,-26,101,11,18
1684,25.176000000000023,48,-40,37,6,79
1685,25.576000000000022,-163,-25,-7,52,-144
1686,25.976000000000024,112,35,81,10,172
1687,26.376000000000023,-17,-40,92,-23,-34
1688,26.776000000000025,41,-77,66,87,-5
1689,27.176000000000023,-164,223,-15,-51,-7
1690,27.576000000000022,107,27,37,166,34
1691,27.976000000000024,251,67,-159,117,46
1692,28.376000000000023,-17,31,95,-22,-21
1693,28.776000000000025,16,75,-17,75,139
1694,29.176000000000023,-113,82,1,-12,-55
1695,29.576000000000022,72,12,25,95,154
1696,29.976000000000024,42,6,152,68,73
1697,30.376000000000023,-66,16,73,-38,40
1698,30.776000000000025,-71,-12,21,140,-82
1699,31.176000000000023,48,-87,70,44,-122
1700,31.576000000000022,1,13,67,-107,-11
1701,31.976000000000024,35,41,103,229,-79
1702,32.376000000000026,63,-40,224,-83,-24
1703,32.776000000000025,145,69,122,13,-19
1704,33.176000000000023,-78,54,-30,-44,171
1705,33.576000000000022,64,102,94,-18,-79
1706,33.97600000000002,138,-115,155,0,138
1707,34.376000000000026,119,27,66,-98,-66
1708,34.776000000000025,88,55,-112,44,-3
1709,35.176000000000023,-24,17,-241,-16,63
1710,35.576000000000022,100,51,81,-41,32
1711,35.97600000000002,82,25,17,113,30
1712,36.376000000000026,111,-44,-24,-27,-78
1713,36.776000000000025,-26,128,18,-43,104
1714,37.176000000000023,-57,-187,149,118,-5
1715,37.576000000000022,101,113,190,41,7
1716,37.97600000000002,-32,19,12,180,100
1717,38.376000000000026,7,4,201,51,-11
1718,38.776000000000025,-12,68,144,25,82
1719,39.176000000000023,56,-7,88,45,53
1720,39.576000000000022,47,103,-23,68,26
1721,39.976000000000028,79,16,28,102,-26
1722,40.376000000000026,-71,9,-150,-78,48
1723,40.776000000000025,6,19,124,105,4
1724,41.176000000000023,37,-96,-6,15,-57
1725,41.576000000000022,55,133,135,-81,19
1726,41.976000000000028,-218,-104,-63,137,-44
1727,42.376000000000026,-4,-31,-3,21,49
1728,42.776000000000025,6,-140,-26,-127,243
1729,43.176000000000023,-165,27,-3,-26,-38
1730,43.576000000000022,-36,60,-41,-12,-123
1731,43.976000000000028,-61,-248,-140,38,1
1732,44.376000000000026,25,-135,105,-143,-39
1733,44.776000000000025,74,-25,-132,27,236
1734,45.176000000000023,-52,79,8,-36,-101
1735,45.576000000000022,53,102,142,20,13
1736,45.976000000000028,105,-72,105,-117,120
1737,46.376000000000026,37,10,72,-196,-177
1738,46.776000000000025,125,29,-317,145,49
1739,47.176000000000023,66,79,-83,7,-36
1740,47.576000000000022,3,-26,45,-2,-32
1741,47.976000000000028,109,53,0,-15,111
1742,48.376000000000026,66,-12,66,39,-97
1743,48.776000000000025,-62,120,16,33,-19
1744,49.176000000000023,-50,-50,-51,-102,220
1745,49.576000000000022,82,-13,104,-40,49
1746,49.976000000000028,-71,-28,-54,31,-114
1747,50.376000000000026,8,9,114,-30,140
1748,50.776000000000025,-65,35,-30,5,-76
1749,51.176000000000023,-184,7,109,-61,-125
1750,51.576000000000022,59,94,30,46,58
1751,51.976000000000028,50,-80,-50,51,-84
1752,52.376000000000026,47,58,-2,23,53
1753,52.776000000000025,73,-41,-39,64,62
1754,53.176000000000023,-80,-108,-86,24,-10
1755,53.576000000000022,118,128,-99,12,50
1756,53.976000000000028,-116,52,61,-36,-52
1757,54.376000000000026,-31,76,27,62,138
1758,54.776000000000025,-48,-13,105,-47,85
1759,55.176000000000023,-74,-41,-98,-86,4
1760,55.576000000000022,15,-30,78,6,38
1761,55.976000000000028,-50,51,35,-83,-46
1762,56.376000000000026,29,63,-3,26,111
1763,56.776000000000025,-71,104,13,36,45
1764,57.176000000000023,-82,7,-40,5,-51
1765,57.576000000000022,-57,86,24,57,-58
1766,57.976000000000028,-46,63,57,81,96
1767,58.376000000000026,-120,146,-63,-55,-69
1768,58.776000000000025,-22,18,60,166,-78
1769,59.176000000000023,-99,-84,188,92,25
1770,59.576000000000022,160,29,-179,33,37
1771,59.976000000000028,-11,46,8,-33,4
1772,60.376000000000026,88,-20,138,27,-110
1773,60.776000000000025,89,109,-99,117,97
1774,61.176000000000023,65,32,21,-10,0
1775,61.576000000000022,-100,-35,164,-7,55
1776,61.976000000000028,-39,-80,-76,-101,88
1777,62.376000000000026,120,89,88,49,35
1778,62.776000000000025,-55,36,-62,-63,52
1779,63.176000000000023,246,147,113,20,-45
1780,63.576000000000022,221,104,-18,108,55
