"","TRACE",1,2,3,4,5
"","Position (m)",0,0.10000000000000001,0.20000000000000001,0.30000000000000004,0.40000000000000002
"Point","Time (ns)"
594,-410.82400000000001,98,128,27,61,45
595,-410.42399999999998,26,16,-109,-31,-8
596,-410.024,-48,57,142,55,78
597,-409.62400000000002,-182,173,16,2,33
598,-409.22399999999999,113,124,56,-18,-28
599,-408.82400000000001,-83,-66,-91,71,103
600,-408.42399999999998,-226,-107,-104,60,-10
601,-408.024,9,57,-40,116,51
602,-407.62400000000002,-18,2,16,180,57
603,-407.22399999999999,4,16,-50,-105,-111
604,-406.82400000000001,-113,-62,-60,79,16
605,-406.42399999999998,38,-69,34,-3,-18
606,-406.024,126,20,-76,-2,-20
607,-405.62400000000002,17,-90,0,67,-41
608,-405.22399999999999,-19,18,149,-98,-82
609,-404.82400000000001,-153,34,-80,94,56
610,-404.42399999999998,-152,-132,-164,14,-45
611,-404.024,38,37,-11,-93,64
612,-403.62400000000002,-102,18,30,-75,-34
613,-403.22399999999999,-200,26,52,-41,7
614,-402.82400000000001,120,106,-44,-120,149
615,-402.42399999999998,-123,20,-8,-80,-41
616,-402.024,-27,45,-17,5,105
617,-401.62400000000002,32,66,-90,-90,7
618,-401.22399999999999,58,-41,53,-86,-81
619,-400.82400000000001,60,71,22,241,-20
620,-400.42399999999998,13,97,-243,-71,-90
621,-400.024,66,41,31,-69,-23
622,-399.62400000000002,-47,9,-141,0,-45
623,-399.22399999999999,-19,-30,19,6,-25
624,-398.82400000000001,52,42,135,52,18
625,-398.42399999999998,-176,56,-180,-56,-52
626,-398.024,-58,-19,57,-104,15
627,-397.62400000000002,84,98,-93,-364,-45
628,-397.22399999999999,-78,-130,36,-38,117
629,-396.82400000000001,68,97,58,-14,-43
630,-396.42399999999998,-137,161,146,-2,-46
631,-396.024,-13,5,-134,-105,98
632,-395.62400000000002,46,101,-68,119,-48
633,-395.22399999999999,-100,-43,-56,-122,6
634,-394.82400000000001,102,-31,61,-105,-70
635,-394.42399999999998,-180,40,14,-98,39
636,-394.024,291,27,46,27,-156
637,-393.62400000000002,-91,-26,18,-175,-67
638,-393.22399999999999,123,-3,16,-194,-50
639,-392.82400000000001,-93,76,-104,36,-11
640,-392.42399999999998,12,-80,58,-60,-32
641,-392.024,2,128,-137,22,78
642,-391.62400000000002,-39,-74,-78,-78,-133
643,-391.22399999999999,9,130,129,-49,-71
644,-390.82400000000001,127,-11,112,73,-75
645,-390.42399999999998,-158,201,-38,-78,161
646,-390.024,53,47,58,106,-6
647,-389.62400000000002,-24,-24,-52,42,-114
648,-389.22399999999999,22,-1,-84,-61,50
649,-388.82400000000001,36,32,80,59,-90
650,-388.42399999999998,-51,34,76,-7,-28
651,-388.024,-56,-225,-51,-148,1
652,-387.62400000000002,-113,-70,213,-51,-123
653,-387.22399999999999,-93,-93,124,-49,109
654,-386.82400000000001,-24,154,-91,23,-169
655,-386.42399999999998,122,-9,1,92,-15
656,-386.024,-12,-29,7,130,-5
657,-385.62400000000002,-153,24,-34,-114,-42
658,-385.22399999999999,54,93,-6,-112,26
659,-384.82400000000001,21,-2,149,55,-150
660,-384.42399999999998,-53,-22,1,16,-103
661,-384.024,84,40,-69,107,-21
662,-383.62400000000002,-81,-35,17,-35,-88
663,-383.22399999999999,272,89,-18,-2,97
664,-382.82400000000001,12,124,-5,-46,-28
665,-382.42399999999998,-20,-100,-94,-11,2
666,-382.024,-8,41,27,185,69
667,-381.62400000000002,40,20,6,-53,-64
668,-381.22399999999999,8,150,-51,113,165
669,-380.82400000000001,-1,25,-53,142,11
670,-380.42399999999998,-3,119,79,-72,-2
671,-380.024,171,66,21,38,26
672,-379.62400000000002,127,127,-66,12,78
673,-379.22399999999999,75,-26,-22,65,-45
674,-378.82400000000001,76,-36,-57,147,-22
675,-378.42399999999998,-76,-43,102,-25,-29
676,-378.024,70,77,-26,10,7
677,-377.62400000000002,-21,28,-6,-20,77
678,-377.22399999999999,-17,72,-67,-91,10
679,-376.82400000000001,156,89,66,135,47
680,-376.42399999999998,3,52,134,101,163
681,-376.024,29,-26,119,84,-12
682,-375.62400000000002,-184,-172,138,-174,-118
683,-375.22399999999999,-151,271,170,58,109
684,-374.82400000000001,-77,1,62,57,-58
685,-374.42399999999998,4,20,29,-31,43
686,-374.024,-58,-44,90,-124,78
687,-373.62400000000002,-10,-131,3,44,-30
688,-373.22399999999999,60,53,268,87,41
689,-372.82400000000001,-28,-125,-12,41,6
690,-372.42399999999998,39,146,-65,107,98
691,-372.024,46,-73,-32,-71,170
692,-371.62400000000002,106,32,186,30,-172
693,-371.22399999999999,121,-73,-41,27,72
694,-370.82400000000001,106,-8,30,37,-139
695,-370.42399999999998,15,109,-73,-188,169
696,-370.024,75,-76,9,106,16
697,-369.62400000000002,67,-39,-14,-59,-61
698,-369.22399999999999,-135,155,48,-3,-16
699,-368.82400000000001,11,-42,76,78,-58
700,-368.42399999999998,55,153,44,104,38
701,-368.024,-5,-18,-80,-39,-30
702,-367.62400000000002,25,-231,-132,-94,25
703,-367.22399999999999,202,-185,-23,-41,-1
704,-366.82400000000001,-122,-31,-15,-68,-78
705,-366.42399999999998,75,143,72,2,154
706,-366.024,-88,136,-82,58,74
707,-365.62400000000002,46,179,69,-31,32
708,-365.22399999999999,71,-128,-97,79,30
709,-364.82400000000001,-74,120,-59,-36,-178
710,-364.42399999999998,-68,-111,152,-144,-22
711,-364.024,-148,-51,-39,19,39
712,-363.62400000000002,103,-139,-70,80,-77
713,-363.22399999999999,-39,52,54,40,210
714,-362.82400000000001,-63,171,18,18,-81
715,-362.42399999999998,40,-128,11,93,-38
716,-362.024,-40,61,-120,16,59
717,-361.62400000000002,83,-61,-43,1,3
718,-361.22399999999999,42,48,10,-38,30
719,-360.82400000000001,-124,30,-15,-81,-97
720,-360.42399999999998,138,98,98,13,188
721,-360.024,58,138,89,-1,-44
722,-359.62400000000002,12,38,-29,-4,-63
723,-359.22399999999999,45,45,102,232,-59
724,-358.82400000000001,97,-103,44,44,-156
725,-358.42399999999998,-83,199,100,-126,56
726,-358.024,164,-257,21,-63,-69
727,-357.62400000000002,-2,34,-17,-140,123
728,-357.22399999999999,-4,-141,83,104,-62
729,-356.82400000000001,-117,-31,-152,74,13
730,-356.42399999999998,-79,34,-91,14,1
731,-356.024,-63,38,-183,8,-52
732,-355.62400000000002,21,-183,52,-25,65
733,-355.22399999999999,-73,191,137,-105,-4
734,-354.82400000000001,-36,6,-45,-97,-68
735,-354.42399999999998,-173,86,87,176,124
736,-354.024,113,-69,-37,69,18
737,-353.62400000000002,-52,87,-43,-86,37
738,-353.22399999999999,-162,95,-267,152,105
739,-352.82400000000001,-22,5,-85,15,-121
740,-352.42399999999998,-54,-72,101,-76,49
741,-352.024,-27,85,114,22,35
742,-351.62400000000002,25,26,66,-47,120
743,-351.22399999999999,-71,5,-49,50,23
744,-350.82400000000001,-81,54,-14,67,19
745,-350.42399999999998,-58,38,-55,276,-83
746,-350.024,-12,239,-154,-112,-35
747,-349.62400000000002,117,-17,-3,-22,-307
748,-349.22399999999999,-62,-14,-35,-60,23
749,-348.82400000000001,-160,-31,-60,-46,128
750,-348.42399999999998,-21,13,-10,40,-118
751,-348.024,28,-65,26,33,-89
752,-347.62400000000002,93,-18,-94,148,20
753,-347.22399999999999,-67,47,57,97,57
754,-346.82400000000001,-64,-19,188,-1,54
755,-346.42399999999998,113,84,-60,-82,-103
756,-346.024,181,-60,-36,141,-114
757,-345.62400000000002,-42,71,72,-80,-3
758,-345.22399999999999,-103,85,79,-37,56
759,-344.82400000000001,-33,87,58,24,221
760,-344.42399999999998,-124,-115,-44,103,161
761,-344.024,89,-89,-91,64,-13
762,-343.62400000000002,65,106,58,-133,132
763,-343.22399999999999,102,99,38,147,-86
764,-342.82400000000001,169,1,34,-23,-12
765,-342.42399999999998,44,174,24,-17,-6
766,-342.024,134,-14,-150,2,-72
767,-341.62400000000002,-7,261,-140,30,35
768,-341.22399999999999,-117,65,-202,44,70
769,-340.82400000000001,-21,21,31,-95,25
770,-340.42399999999998,-70,72,-5,16,-40
771,-340.024,41,-175,62,-57,-46
772,-339.62400000000002,-62,260,129,-9,-123
773,-339.22399999999999,3,-97,57,-3,22
774,-338.82400000000001,-31,69,64,50,-111
775,-338.42399999999998,-48,-69,-70,-92,-2
776,-338.024,-137,-157,101,-9,-38
777,-337.62400000000002,241,173,-20,36,-158
778,-337.22399999999999,-129,-9,16,-117,170
779,-336.82400000000001,33,-166,19,-65,-17
780,-336.42399999999998,26,-28,-5,56,107
781,-336.024,-22,123,-63,51,-48
782,-335.62400000000002,-2,-33,-63,-9,-136
783,-335.22399999999999,16,-23,-3,-36,-60
784,-334.82400000000001,-99,-134,-87,-33,-241
785,-334.42399999999998,-142,-7,-27,8,-18
786,-334.024,-180,-157,-30,-3,-103
787,-333.62400000000002,-44,42,-106,75,-38
788,-333.22399999999999,16,-158,-26,-25,-98
789,-332.82400000000001,-13,100,108,-39,-36
790,-332.42399999999998,16,97,47,112,-11
791,-332.024,-18,-21,-156,-10,-8
792,-331.62400000000002,-148,74,-99,-10,116
793,-331.22399999999999,95,62,41,76,-31
794,-330.82400000000001,-39,185,112,39,1
795,-330.42399999999998,-31,-2,5,151,-7
796,-330.024,-64,16,56,-125,-58
797,-329.62400000000002,-60,-35,24,26,53
798,-329.22399999999999,61,-60,11,56,120
799,-328.82400000000001,-135,-260,76,38,43
800,-328.42399999999998,121,-127,-40,51,-5
801,-328.024,-96,-303,105,-24,-76
802,-327.62400000000002,137,-109,71,10,-53
803,-327.22399999999999,15,-44,-22,88,-16
804,-326.82400000000001,17,11,-15,59,114
805,-326.42399999999998,-84,9,6,107,-132
806,-326.024,-82,-36,-34,-81,-99
807,-325.62400000000002,-78,33,12,-10,64
808,-325.22399999999999,-47,10,-57,23,-9
809,-324.82400000000001,129,90,95,-127,6
810,-324.42399999999998,-70,-174,-27,-10,-5
811,-324.024,27,-12,26,100,-53
812,-323.62400000000002,76,-89,-5,96,157
813,-323.22399999999999,-186,62,71,-211,4
814,-322.82400000000001,222,-26,-10,-68,28
815,-322.42399999999998,-91,1,-17,-61,37
816,-322.024,-28,123,-10,-19,-46
817,-321.62400000000002,-11,89,78,101,-9
818,-321.22399999999999,-91,-22,-12,-40,-110
819,-320.82400000000001,120,44,-38,16,156
820,-320.42399999999998,-53,-3,-31,158,-46
821,-320.024,-35,-67,-97,75,-55
822,-319.62400000000002,113,94,76,39,120
823,-319.22399999999999,-37,-30,-119,-88,65
824,-318.82400000000001,56,75,73,-48,142
825,-318.42399999999998,6,-32,-52,150,104
826,-318.024,-7,84,63,73,132
827,-317.62400000000002,117,81,66,3,85
828,-317.22399999999999,-53,-41,-206,-18,-8
829,-316.82400000000001,11,2,13,279,42
830,-316.42399999999998,-12,44,8,12,-34
831,-316.024,149,89,-67,-64,-56
832,-315.62400000000002,-165,62,9,-43,-63
833,-315.22399999999999,-83,-22,37,-155,-127
834,-314.82400000000001,34,-14,62,-27,176
835,-314.42399999999998,-14,53,123,-6,-47
836,-314.024,-86,-38,-10,165,-18
837,-313.62400000000002,-30,101,-34,163,36
838,-313.22399999999999,33,43,45,-59,-82
839,-312.82400000000001,-33,132,-225,85,98
840,-312.42399999999998,-91,30,-128,-70,-38
841,-312.024,-65,89,242,-10,-48
842,-311.62400000000002,-36,69,-133,-46,105
843,-311.22399999999999,-90,-103,35,53,-42
844,-310.82400000000001,-57,-30,-45,-1,120
845,-310.42399999999998,21,-22,-149,13,-16
846,-310.024,76,9,-22,-32,72
847,-309.62400000000002,82,-119,38,98,120
848,-309.22399999999999,-71,45,-62,-79,-79
849,-308.82400000000001,76,-106,115,109,42
850,-308.42399999999998,-45,-90,-53,-100,20
851,-308.024,-39,140,8,-10,24
852,-307.62400000000002,-37,-22,-24,42,-77
853,-307.22399999999999,-40,-125,5,124,35
854,-306.82400000000001,30,31,-5,-69,-2
855,-306.42399999999998,123,-160,89,6,-140
856,-306.024,-77,192,37,43,5
857,-305.62399999999997,-141,49,-104,39,72
858,-305.22399999999999,124,-64,61,1,79
859,-304.82400000000001,0,-115,-118,36,-61
860,-304.42399999999998,13,-32,150,45,46
861,-304.024,-48,24,182,-46,70
862,-303.62399999999997,34,-47,79,98,21
863,-303.22399999999999,-76,-197,-37,-152,35
864,-302.82400000000001,-40,7,-2,21,-2
865,-302.42399999999998,80,-1,-74,108,21
866,-302.024,-12,-117,44,-5,-44
867,-301.62399999999997,-7,103,-87,143,-5
868,-301.22399999999999,5,-98,91,28,-29
869,-300.82400000000001,5,-270,62,66,61
870,-300.42399999999998,-149,123,-184,-24,20
871,-300.024,-33,-58,12,-60,43
872,-299.62399999999997,-150,-115,-45,63,53
873,-299.22399999999999,16,-239,-226,-55,91
874,-298.82400000000001,18,-33,94,-147,19
875,-298.42399999999998,-59,68,22,26,-86
876,-298.024,45,-67,50,-76,15
877,-297.62399999999997,-117,-110,222,10,26
878,-297.22399999999999,-144,49,283,14,72
879,-296.82400000000001,-68,19,8,106,10
880,-296.42399999999998,-132,-10,-28,-73,15
881,-296.024,102,27,-7,125,62
882,-295.62399999999997,-62,42,-149,134,-70
883,-295.22399999999999,120,-37,66,-79,19
884,-294.82400000000001,57,102,-129,57,96
885,-294.42399999999998,19,100,-125,-96,-67
886,-294.024,-29,165,-53,59,156
887,-293.62399999999997,-141,8,41,-4,27
888,-293.22399999999999,-64,60,82,-35,-20
889,-292.82400000000001,101,146,-197,237,-59
890,-292.42399999999998,-63,-64,-99,-94,-27
891,-292.024,12,67,102,171,37
892,-291.62399999999997,-32,32,30,5,-25
893,-291.22399999999999,96,6,90,-58,137
894,-290.82400000000001,-3,17,37,213,42
895,-290.42399999999998,-306,66,103,-49,-33
896,-290.024,47,96,-43,161,58
897,-289.62399999999997,-14,-49,-20,-60,16
898,-289.22399999999999,-79,-11,100,168,-61
899,-288.82400000000001,156,-52,-73,105,34
900,-288.42399999999998,10,-160,-56,-70,-53
901,-288.024,-82,-96,167,58,-7
902,-287.62399999999997,-132,-100,-33,-61,-32
903,-287.22399999999999,47,71,-41,61,120
904,-286.82400000000001,64,23,-31,123,-6
905,-286.42399999999998,36,-202,-54,1,53
906,-286.024,-77,-29,-58,60,50
907,-285.62399999999997,20,-69,-24,55,77
908,-285.22399999999999,69,-1,-65,49,-48
909,-284.82400000000001,-6,105,47,-39,-173
910,-284.42399999999998,-38,-118,-106,-46,-107
911,-284.024,96,48,63,48,62
912,-283.62399999999997,91,-117,-33,122,15
913,-283.22399999999999,223,-101,14,-105,86
914,-282.82400000000001,-119,-14,-70,-23,-133
915,-282.42399999999998,-14,-50,-25,-91,37
916,-282.024,143,-33,-112,2,109
917,-281.62399999999997,-77,-57,-144,97,-42
918,-281.22399999999999,54,0,52,-27,58
919,-280.82400000000001,-72,-4,-18,-54,94
920,-280.42399999999998,-80,44,24,-83,130
921,-280.024,55,50,106,59,48
922,-279.62399999999997,-191,-22,62,78,-4
923,-279.22399999999999,111,-138,-131,68,-73
924,-278.82400000000001,-94,-121,4,143,-7
925,-278.42399999999998,-89,71,-56,-154,18
926,-278.024,-116,-5,61,49,58
927,-277.62399999999997,71,-94,-7,-49,1
928,-277.22399999999999,-25,132,43,42,-1
929,-276.82400000000001,-84,8,5,34,1
930,-276.42399999999998,182,-79,-50,-117,-70
931,-276.024,-103,-56,-20,-2,70
932,-275.62399999999997,82,58,-87,10,-55
933,-275.22399999999999,11,-111,94,206,-71
934,-274.82400000000001,-127,159,14,158,-92
935,-274.42399999999998,172,35,-21,-47,-123
936,-274.024,53,129,-75,-8,81
937,-273.62399999999997,-113,-175,-112,-63,-121
938,-273.22399999999999,43,141,207,-160,78
939,-272.82400000000001,-145,17,-16,-70,1
940,-272.42399999999998,189,84,101,-171,99
941,-272.024,98,158,19,40,75
942,-271.62399999999997,38,-101,176,-11,-79
943,-271.22399999999999,12,79,-48,61,6
944,-270.82400000000001,-14,20,-102,-15,-134
945,-270.42399999999998,-167,-76,105,2,-170
946,-270.024,58,102,-56,-49,-128
947,-269.62399999999997,-70,-127,-121,-109,-105
948,-269.22399999999999,-82,146,34,-71,65
949,-268.82400000000001,-134,-39,-108,-70,48
950,-268.42399999999998,54,77,52,21,54
951,-268.024,-142,21,-140,131,-151
952,-267.62399999999997,-83,-9,-34,-67,-96
953,-267.22399999999999,-92,119,96,159,33
954,-266.82400000000001,-11,-34,9,1,-99
955,-266.42399999999998,72,-108,37,-64,53
956,-266.024,101,44,-48,22,16
957,-265.62399999999997,-26,-163,85,-31,-4
958,-265.22399999999999,20,53,-118,-108,67
959,-264.82400000000001,22,35,80,-154,10
960,-264.42399999999998,-67,44,81,177,15
961,-264.024,-59,61,-39,83,-128
962,-263.62399999999997,20,-151,21,48,-4
963,-263.22399999999999,77,50,22,120,196
964,-262.82400000000001,-146,63,-47,-94,-153
965,-262.42399999999998,124,-173,66,-89,-22
966,-262.024,-47,-141,-25,-97,23
967,-261.62399999999997,3,-40,-10,34,-48
968,-261.22399999999999,108,51,-25,-33,45
969,-260.82400000000001,25,13,4,-150,-131
970,-260.42399999999998,130,52,-161,81,31
971,-260.024,5,15,40,-5,-49
972,-259.62399999999997,-54,-104,-115,-211,-131
973,-259.22399999999999,9,11,0,37,44
974,-258.82400000000001,19,31,91,-9,-34
975,-258.42399999999998,104,-52,14,0,-36
976,-258.024,-163,47,69,13,-246
977,-257.62399999999997,-48,-49,25,9,44
978,-257.22399999999999,-27,7,-46,6,-22
979,-256.82400000000001,11,-90,-139,-2,-96
980,-256.42399999999998,27,62,-63,-24,127
981,-256.024,-81,-78,-199,-5,-21
982,-255.624,169,-97,25,32,27
983,-255.22399999999999,-30,33,-56,79,-49
984,-254.82399999999998,-7,-103,20,133,33
985,-254.42399999999998,-27,36,-61,-100,-96
986,-254.024,2,17,44,-20,96
987,-253.624,-82,141,180,-173,-23
988,-253.22399999999999,-102,30,13,128,58
989,-252.82399999999998,21,179,37,13,5
990,-252.42399999999998,58,13,36,-194,24
991,-252.024,102,58,-34,57,145
992,-251.624,176,40,140,-74,37
993,-251.22399999999999,-48,8,3,-146,71
994,-250.82399999999998,65,75,104,-101,85
995,-250.42399999999998,60,-35,-4,29,-6
996,-250.024,-165,-19,34,164,84
997,-249.624,-30,-23,56,-40,-114
998,-249.22399999999999,30,87,-118,-4,84
999,-248.82399999999998,-3,88,-17,-53,30
1000,-248.42399999999998,-10,63,2,64,41
1001,-248.024,16,186,-1,-32,11
1002,-247.624,-8,29,-10,88,-5
1003,-247.22399999999999,34,-6,2,322,-49
1004,-246.82399999999998,-19,84,115,-44,-122
1005,-246.42399999999998,40,43,153,-80,189
1006,-246.024,58,-28,108,-44,-5
1007,-245.624,-6,123,-54,-23,-13
1008,-245.22399999999999,-36,126,-111,92,117
1009,-244.82399999999998,141,-83,62,29,23
1010,-244.42399999999998,-111,-27,86,178,-59
1011,-244.024,154,-6,-30,-96,9
1012,-243.624,95,-57,129,94,14
1013,-243.22399999999999,105,-43,126,-77,62
1014,-242.82399999999998,-91,-110,50,-3,-80
1015,-242.42399999999998,100,-68,49,195,5
1016,-242.024,-206,-94,-46,-16,-96
1017,-241.624,127,47,78,114,-38
1018,-241.22399999999999,10,-8,28,-7,198
1019,-240.82399999999998,-59,-50,-152,-46,56
1020,-240.42399999999998,-20,87,-122,126,127
1021,-240.024,-98,-24,-219,9,62
1022,-239.624,90,-57,-40,191,113
1023,-239.22399999999999,-93,-56,12,21,-52
1024,-238.82399999999998,-89,-175,218,-120,125
1025,-238.42399999999998,134,-99,-21,105,110
1026,-238.024,55,106,-16,-21,-118
1027,-237.624,-31,100,34,-20,124
1028,-237.22399999999999,-127,-25,50,-41,56
1029,-236.82399999999998,-42,-146,86,12,-54
1030,-236.42399999999998,147,-214,-45,36,22
1031,-236.024,192,108,90,4,-38
1032,-235.624,-96,-136,37,16,143
1033,-235.22399999999999,113,-169,36,89,104
1034,-234.82399999999998,-76,1,25,-62,-55
1035,-234.42399999999998,-39,-89,16,61,-38
1036,-234.024,66,-13,-76,-101,-26
1037,-233.624,-130,117,133,158,109
1038,-233.22399999999999,58,28,78,80,-19
1039,-232.82399999999998,105,31,-101,-73,-97
1040,-232.42399999999998,-39,-60,12,126,52
1041,-232.024,63,87,-45,-124,21
1042,-231.624,113,10,65,-47,-48
1043,-231.22399999999999,-166,28,-27,72,-7
1044,-230.82399999999998,-62,4,33,-35,29
1045,-230.42399999999998,133,43,-27,-34,149
1046,-230.024,-101,47,-106,115,-71
1047,-229.624,119,64,5,38,-89
1048,-229.22399999999999,-96,28,-74,83,63
1049,-228.82399999999998,-43,-5,6,43,-101
1050,-228.42399999999998,32,-40,-130,68,30
1051,-228.024,-60,-3,-5,91,-139
1052,-227.624,-65,2,74,-8,-2
1053,-227.22399999999999,-35,-44,-166,-21,-166
1054,-226.82399999999998,-39,-39,127,-22,-52
1055,-226.42399999999998,1,46,98,-112,13
1056,-226.024,4,77,29,0,-124
1057,-225.624,51,6,-21,8,136
1058,-225.22399999999999,-38,-86,29,-43,-112
1059,-224.82399999999998,153,69,42,200,46
1060,-224.42399999999998,-167,-108,-37,39,-68
1061,-224.024,102,-163,99,-176,9
1062,-223.624,11,-123,29,160,82
1063,-223.22399999999999,18,-88,-22,59,-263
1064,-222.82399999999998,-54,51,-37,-26,-32
1065,-222.42399999999998,-87,-87,-114,16,144
1066,-222.024,42,192,-17,-42,-89
1067,-221.624,60,-23,-62,-18,82
1068,-221.22399999999999,62,58,-14,9,-16
1069,-220.82399999999998,47,-86,-143,101,168
1070,-220.42399999999998,92,-27,-48,-240,-53
1071,-220.024,-60,-23,33,-55,-23
1072,-219.624,55,133,37,-85,-64
1073,-219.22399999999999,-193,-1,3,117,-120
1074,-218.82399999999998,-112,13,19,-81,45
1075,-218.42399999999998,-35,-61,-63,-70,-108
1076,-218.024,110,59,121,-73,13
1077,-217.624,101,31,131,111,-38
1078,-217.22399999999999,-6,28,-126,-23,34
1079,-216.82399999999998,-8,147,44,87,107
1080,-216.42399999999998,41,114,118,-109,-224
1081,-216.024,-109,-6,114,54,39
1082,-215.624,69,-22,-93,118,-102
1083,-215.22399999999999,-28,84,66,-49,29
1084,-214.82399999999998,126,93,123,57,84
1085,-214.42399999999998,27,-104,-19,36,-104
1086,-214.024,82,184,-10,-134,64
1087,-213.624,-39,52,184,-16,-101
1088,-213.22399999999999,-24,-109,-111,136,-8
1089,-212.82399999999998,100,98,152,-129,-84
1090,-212.42399999999998,-96,106,75,-102,99
1091,-212.024,-12,-166,22,-105,55
1092,-211.624,-29,-38,-149,-46,79
1093,-211.22399999999999,46,-52,-62,-69,-3
1094,-210.82399999999998,-11,-62,-63,162,-102
1095,-210.42399999999998,-103,33,-60,38,-36
1096,-210.024,136,124,156,-45,68
1097,-209.624,-117,59,-33,128,115
1098,-209.22399999999999,-202,-95,-38,83,-156
1099,-208.82399999999998,-201,-186,-42,-18,115
1100,-208.42399999999998,93,-5,-17,137,-82
1101,-208.024,82,-101,-208,18,5
1102,-207.624,-19,-28,-70,-178,57
1103,-207.22399999999999,9,50,149,12,40
1104,-206.82399999999998,111,38,107,-69,43
1105,-206.42399999999998,-16,-73,6,50,31
1106,-206.024,23,106,-3,-28,-67
1107,-205.624,34,-18,-139,105,-52
1108,-205.22399999999999,-74,-12,-146,66,-37
1109,-204.82399999999998,-44,260,-22,-25,100
1110,-204.42399999999998,1,200,39,-111,-19
1111,-204.024,35,167,156,-101,31
1112,-203.624,-47,-9,-167,-132,25
1113,-203.22399999999999,-13,-16,199,34,46
1114,-202.82399999999998,-89,66,25,18,-34
1115,-202.42399999999998,-51,28,-136,47,63
1116,-202.024,40,175,238,1,-38
1117,-201.624,-166,16,113,22,82
1118,-201.22399999999999,153,140,-9,-134,96
1119,-200.82399999999998,84,-84,-118,37,44
1120,-200.42399999999998,-12,-54,-161,-141,12
1121,-200.024,-7,114,161,-24,160
1122,-199.624,-31,8,-84,-5,-10
1123,-199.22399999999999,13,35,83,79,-87
1124,-198.82399999999998,-118,41,21,-5,117
1125,-198.42399999999998,-45,-8,6,106,-129
1126,-198.024,78,-3,50,125,-82
1127,-197.624,8,53,65,-166,-68
1128,-197.22399999999999,-4,14,62,75,-72
1129,-196.82399999999998,-19,80,146,-22,82
1130,-196.42399999999998,55,-3,112,103,-55
1131,-196.024,-34,107,136,98,27
1132,-195.624,-52,-70,-93,27,-84
1133,-195.22399999999999,43,-17,77,-143,-55
1134,-194.82399999999998,-45,61,-94,94,78
1135,-194.42399999999998,-16,41,1,-42,119
1136,-194.024,106,76,63,-27,52
1137,-193.624,-11,-140,31,58,90
1138,-193.22399999999999,104,82,-19,-32,65
1139,-192.82399999999998,52,36,-154,-13,71
1140,-192.42399999999998,-104,-152,5,159,-205
1141,-192.024,-78,-20,-80,57,136
1142,-191.624,-5,113,-51,35,1
1143,-191.22399999999999,46,76,0,-12,99
1144,-190.82399999999998,-83,-9,3,-29,84
1145,-190.42399999999998,-105,-176,-148,-89,-48
1146,-190.024,-130,-208,24,67,-21
1147,-189.624,17,-99,63,-60,17
1148,-189.22399999999999,105,169,110,-27,-89
1149,-188.82399999999998,17,-28,-39,83,-25
1150,-188.42399999999998,-39,74,40,-114,-36
1151,-188.024,26,53,-42,36,-76
1152,-187.624,-141,83,-84,6,36
1153,-187.22399999999999,-84,170,53,-237,-9
1154,-186.82399999999998,-155,-57,-75,85,96
1155,-186.42399999999998,-27,-196,77,-37,-106
1156,-186.024,11,36,0,-38,28
1157,-185.624,8,62,80,-74,-73
1158,-185.22399999999999,48,58,28,8,-58
1159,-184.82399999999998,-81,-65,35,56,53
1160,-184.42399999999998,146,-8,214,-44,53
1161,-184.024,252,78,-61,3,85
1162,-183.624,-95,-79,34,-53,-121
1163,-183.22399999999999,98,48,168,172,29
1164,-182.82399999999998,43,47,-176,102,21
1165,-182.42399999999998,-162,-19,18,31,67
1166,-182.024,-80,72,-167,37,154
1167,-181.624,-64,-65,25,74,-85
1168,-181.22399999999999,83,125,28,-25,18
1169,-180.82399999999998,19,42,127,-5,-60
1170,-180.42399999999998,5,-28,76,-131,63
1171,-180.024,-29,38,-40,6,289
1172,-179.624,-164,-88,168,40,-236
1173,-179.22399999999999,24,-52,-68,-16,102
1174,-178.82399999999998,-121,74,-114,53,-176
1175,-178.42399999999998,264,5,20,138,-17
1176,-178.024,-143,-96,129,59,-121
1177,-177.624,-33,-119,-177,89,-141
1178,-177.22399999999999,-178,-44,82,-73,106
1179,-176.82399999999998,132,86,177,22,-89
1180,-176.42399999999998,-19,-45,-20,-4,-66
1181,-176.024,-72,79,102,-55,-15
1182,-175.624,70,23,-2,-16,-82
1183,-175.22399999999999,47,20,-135,-5,86
1184,-174.82399999999998,-15,52,18,-26,-100
1185,-174.42399999999998,-105,82,-134,185,56
1186,-174.024,16,-70,-81,20,-51
1187,-173.624,-53,-12,201,-107,-153
1188,-173.22399999999999,55,102,-52,32,-58
1189,-172.82399999999998,28,-75,-214,-72,-63
1190,-172.42399999999998,35,4,-153,61,114
1191,-172.024,22,35,172,18,185
1192,-171.624,-79,41,-132,86,-45
1193,-171.22399999999999,27,-44,-61,83,-66
1194,-170.82399999999998,73,-75,-112,287,-97
1195,-170.42399999999998,66,15,93,-62,123
1196,-170.024,-15,-39,-109,-56,14
1197,-169.624,-101,-23,-227,95,-114
1198,-169.22399999999999,0,95,117,95,80
1199,-168.82399999999998,-101,-89,-10,-46,-14
1200,-168.42399999999998,15,110,52,-18,-40
1201,-168.024,-75,9,109,-70,-150
1202,-167.624,50,127,94,2,6
1203,-167.22399999999999,100,21,-42,118,-66
1204,-166.82399999999998,126,32,135,36,-13
1205,-166.42399999999998,107,-88,-42,-31,124
1206,-166.024,-11,-133,-116,65,54
