MST (Seconds),Reading (nT),Date (MM/DD/YY)
54410.0,50273.0,11/20/25
54415.0,50273.1,11/20/25
54420.0,50273.1,11/20/25
54425.0,50273.0,11/20/25
54430.0,50273.0,11/20/25
54435.0,50272.8,11/20/25
54440.0,50272.7,11/20/25
54445.0,50272.7,11/20/25
54450.0,50272.8,11/20/25
54455.0,50272.7,11/20/25
54460.0,50272.9,11/20/25
54465.0,50272.7,11/20/25
54470.0,50272.7,11/20/25
54475.0,50273.0,11/20/25
54480.0,50272.9,11/20/25
54485.0,50272.9,11/20/25
54490.0,50272.9,11/20/25
54495.0,50272.9,11/20/25
54500.0,50272.8,11/20/25
54505.0,50272.7,11/20/25
54510.0,50272.7,11/20/25
54515.0,50272.6,11/20/25
54520.0,50272.8,11/20/25
54525.0,50272.6,11/20/25
54530.0,50272.5,11/20/25
54535.0,50272.6,11/20/25
54540.0,50272.3,11/20/25
54545.0,50272.3,11/20/25
54550.0,50272.6,11/20/25
54555.0,50272.8,11/20/25
54560.0,50272.8,11/20/25
54565.0,50272.7,11/20/25
54570.0,50272.9,11/20/25
54575.0,50272.9,11/20/25
54580.0,50272.5,11/20/25
54585.0,50272.5,11/20/25
54590.0,50272.8,11/20/25
54595.0,50272.5,11/20/25
54600.0,50261.6,11/20/25
54605.0,50272.5,11/20/25
54610.0,50272.9,11/20/25
54615.0,50272.6,11/20/25
54620.0,50272.4,11/20/25
54625.0,50272.5,11/20/25
54630.0,50273.2,11/20/25
54635.0,50273.2,11/20/25
54640.0,50273.2,11/20/25
54645.0,50273.3,11/20/25
54650.0,50273.4,11/20/25
54655.0,50273.6,11/20/25
54660.0,50273.3,11/20/25
54665.0,50273.5,11/20/25
54670.0,50273.4,11/20/25
54675.0,50273.3,11/20/25
54680.0,50273.1,11/20/25
54685.0,50272.2,11/20/25
54690.0,50271.0,11/20/25
54695.0,50270.8,11/20/25
54700.0,50270.3,11/20/25
54705.0,50272.3,11/20/25
54710.0,50272.7,11/20/25
54715.0,50272.8,11/20/25
54720.0,50272.7,11/20/25
54725.0,50272.8,11/20/25
54730.0,50273.0,11/20/25
54735.0,50272.6,11/20/25
54740.0,50272.9,11/20/25
54745.0,50272.8,11/20/25
54750.0,50272.8,11/20/25
54755.0,50272.8,11/20/25
54760.0,50272.6,11/20/25
54765.0,50272.7,11/20/25
54770.0,50272.7,11/20/25
54775.0,50272.3,11/20/25
54780.0,50270.6,11/20/25
54785.0,50272.4,11/20/25
54790.0,50272.6,11/20/25
54795.0,50272.6,11/20/25
54800.0,50272.7,11/20/25
54805.0,50272.7,11/20/25
54810.0,50272.9,11/20/25
54815.0,50273.1,11/20/25
54820.0,50273.1,11/20/25
54825.0,50273.1,11/20/25
54830.0,50273.3,11/20/25
54835.0,50273.3,11/20/25
54840.0,50273.3,11/20/25
54845.0,50273.3,11/20/25
54850.0,50273.5,11/20/25
54855.0,50273.9,11/20/25
54860.0,50273.7,11/20/25
54865.0,50273.9,11/20/25
54870.0,50273.5,11/20/25
54875.0,50273.7,11/20/25
54880.0,50273.3,11/20/25
54885.0,50273.4,11/20/25
54890.0,50273.3,11/20/25
54895.0,50273.5,11/20/25
54900.0,50273.9,11/20/25
54905.0,50273.8,11/20/25
54910.0,50273.9,11/20/25
54915.0,50273.9,11/20/25
54920.0,50274.2,11/20/25
54925.0,50274.0,11/20/25
54930.0,50273.7,11/20/25
54935.0,50273.5,11/20/25
54940.0,50273.5,11/20/25
54945.0,50273.3,11/20/25
54950.0,50273.4,11/20/25
54955.0,50272.9,11/20/25
54960.0,50273.1,11/20/25
54965.0,50273.4,11/20/25
54970.0,50272.6,11/20/25
54975.0,50273.6,11/20/25
54980.0,50273.5,11/20/25
54985.0,50273.4,11/20/25
54990.0,50273.5,11/20/25
54995.0,50273.5,11/20/25
55000.0,50273.0,11/20/25
55005.0,50273.2,11/20/25
55010.0,50273.3,11/20/25
55015.0,50273.1,11/20/25
55020.0,50273.2,11/20/25
55025.0,50273.4,11/20/25
55030.0,50273.3,11/20/25
55035.0,50273.3,11/20/25
55040.0,50273.5,11/20/25
55045.0,50273.5,11/20/25
55050.0,50273.2,11/20/25
55055.0,50273.3,11/20/25
55060.0,50273.2,11/20/25
55065.0,50273.3,11/20/25
55070.0,50272.8,11/20/25
55075.0,50273.0,11/20/25
55080.0,50273.4,11/20/25
55085.0,50275.2,11/20/25
55090.0,50272.7,11/20/25
55095.0,50273.0,11/20/25
55100.0,50272.8,11/20/25
55105.0,50272.5,11/20/25
55110.0,50272.7,11/20/25
55115.0,50272.8,11/20/25
55120.0,50272.8,11/20/25
55125.0,50272.7,11/20/25
55130.0,50272.4,11/20/25
55135.0,50272.8,11/20/25
55140.0,50272.5,11/20/25
55145.0,50272.4,11/20/25
55150.0,50272.5,11/20/25
55155.0,50272.5,11/20/25
55160.0,50272.5,11/20/25
55165.0,50272.3,11/20/25
55170.0,50272.4,11/20/25
55175.0,50272.3,11/20/25
55180.0,50272.3,11/20/25
55185.0,50272.6,11/20/25
55190.0,50272.1,11/20/25
55195.0,50271.8,11/20/25
55200.0,50272.0,11/20/25
55205.0,50272.6,11/20/25
55210.0,50272.7,11/20/25
55215.0,50272.8,11/20/25
55220.0,50273.2,11/20/25
55225.0,50273.4,11/20/25
55230.0,50273.3,11/20/25
55235.0,50273.9,11/20/25
55240.0,50266.4,11/20/25
55245.0,50273.1,11/20/25
55250.0,50273.1,11/20/25
55255.0,50273.2,11/20/25
55260.0,50272.9,11/20/25
55265.0,50272.5,11/20/25
55270.0,50272.8,11/20/25
55275.0,50272.7,11/20/25
55280.0,50272.6,11/20/25
55285.0,50272.6,11/20/25
55290.0,50272.4,11/20/25
55295.0,50272.6,11/20/25
55300.0,50272.2,11/20/25
55305.0,50272.2,11/20/25
55310.0,50272.4,11/20/25
55315.0,50272.1,11/20/25
55320.0,50272.0,11/20/25
55325.0,50272.1,11/20/25
55330.0,50271.8,11/20/25
55335.0,50271.4,11/20/25
55340.0,50271.6,11/20/25
55345.0,50271.3,11/20/25
55350.0,50271.3,11/20/25
55355.0,50270.8,11/20/25
55360.0,50272.1,11/20/25
55365.0,50269.7,11/20/25
55370.0,50270.3,11/20/25
55375.0,50270.3,11/20/25
55380.0,50270.4,11/20/25
55385.0,50270.5,11/20/25
55390.0,50270.7,11/20/25
55395.0,50270.4,11/20/25
55400.0,50270.2,11/20/25
55405.0,50270.3,11/20/25
55410.0,50270.3,11/20/25
55415.0,50270.3,11/20/25
55420.0,50270.6,11/20/25
55425.0,50270.7,11/20/25
55430.0,50270.7,11/20/25
55435.0,50270.9,11/20/25
55440.0,50271.0,11/20/25
55445.0,50271.1,11/20/25
55450.0,50271.2,11/20/25
55455.0,50271.2,11/20/25
55460.0,50271.3,11/20/25
55465.0,50271.1,11/20/25
55470.0,50271.1,11/20/25
55475.0,50271.3,11/20/25
55480.0,50271.6,11/20/25
55485.0,50271.7,11/20/25
55490.0,50272.0,11/20/25
55495.0,50272.2,11/20/25
55500.0,50272.0,11/20/25
55505.0,50272.2,11/20/25
55510.0,50272.2,11/20/25
55515.0,50272.0,11/20/25
55520.0,50272.3,11/20/25
55525.0,50272.3,11/20/25
55530.0,50272.5,11/20/25
55535.0,50272.6,11/20/25
55540.0,50272.6,11/20/25
55545.0,50272.3,11/20/25
55550.0,50272.7,11/20/25
55555.0,50272.7,11/20/25
55560.0,50273.1,11/20/25
55565.0,50272.8,11/20/25
55570.0,50272.8,11/20/25
55575.0,50272.8,11/20/25
55580.0,50272.9,11/20/25
55585.0,50273.1,11/20/25
55590.0,50273.2,11/20/25
55595.0,50273.2,11/20/25
55600.0,50272.7,11/20/25
55605.0,50272.9,11/20/25
55610.0,50272.8,11/20/25
55615.0,50272.5,11/20/25
55620.0,50272.5,11/20/25
55625.0,50272.5,11/20/25
55630.0,50272.6,11/20/25
55635.0,50272.4,11/20/25
55640.0,50272.5,11/20/25
55645.0,50272.4,11/20/25
55650.0,50272.5,11/20/25
55655.0,50272.2,11/20/25
55660.0,50272.3,11/20/25
55665.0,50272.2,11/20/25
55670.0,50272.5,11/20/25
55675.0,50272.4,11/20/25
55680.0,50272.6,11/20/25
55685.0,50272.5,11/20/25
55690.0,50272.8,11/20/25
55695.0,50272.5,11/20/25
55700.0,50272.5,11/20/25
55705.0,50272.8,11/20/25
55710.0,50272.5,11/20/25
55715.0,50272.5,11/20/25
55720.0,50272.5,11/20/25
55725.0,50272.5,11/20/25
55730.0,50272.4,11/20/25
55735.0,50272.1,11/20/25
55740.0,50272.2,11/20/25
55745.0,50272.2,11/20/25
55750.0,50272.1,11/20/25
55755.0,50272.1,11/20/25
55760.0,50272.1,11/20/25
55765.0,50272.1,11/20/25
55770.0,50272.2,11/20/25
55775.0,50272.2,11/20/25
55780.0,50272.0,11/20/25
55785.0,50271.8,11/20/25
55790.0,50271.8,11/20/25
55795.0,50272.0,11/20/25
55800.0,50271.9,11/20/25
55805.0,50272.2,11/20/25
55810.0,50272.1,11/20/25
55815.0,50272.0,11/20/25
55820.0,50272.1,11/20/25
55825.0,50271.9,11/20/25
55830.0,50272.1,11/20/25
55835.0,50272.1,11/20/25
55840.0,50272.0,11/20/25
55845.0,50271.9,11/20/25
55850.0,50271.8,11/20/25
55855.0,50271.5,11/20/25
55860.0,50271.6,11/20/25
55865.0,50271.5,11/20/25
55870.0,50271.2,11/20/25
55875.0,50271.5,11/20/25
55880.0,50271.1,11/20/25
55885.0,50270.8,11/20/25
55890.0,50271.0,11/20/25
55895.0,50271.1,11/20/25
55900.0,50271.4,11/20/25
55905.0,50271.2,11/20/25
55910.0,50271.3,11/20/25
55915.0,50271.0,11/20/25
55920.0,50270.6,11/20/25
55925.0,50270.0,11/20/25
55930.0,50270.2,11/20/25
55935.0,50270.4,11/20/25
55940.0,50270.4,11/20/25
55945.0,50270.6,11/20/25
55950.0,50270.5,11/20/25
55955.0,50270.7,11/20/25
55960.0,50270.6,11/20/25
55965.0,50270.8,11/20/25
55970.0,50270.7,11/20/25
55975.0,50271.0,11/20/25
55980.0,50270.7,11/20/25
55985.0,50270.8,11/20/25
55990.0,50270.9,11/20/25
55995.0,50270.7,11/20/25
56000.0,50270.8,11/20/25
56005.0,50270.6,11/20/25
56010.0,50270.7,11/20/25
56015.0,50270.7,11/20/25
56020.0,50270.8,11/20/25
56025.0,50270.4,11/20/25
56030.0,50270.5,11/20/25
56035.0,50270.3,11/20/25
56040.0,50270.5,11/20/25
56045.0,50270.5,11/20/25
56050.0,50270.1,11/20/25
56055.0,50270.2,11/20/25
56060.0,50270.3,11/20/25
56065.0,50269.9,11/20/25
56070.0,50270.2,11/20/25
56075.0,50269.8,11/20/25
56080.0,50269.3,11/20/25
56085.0,50269.5,11/20/25
56090.0,50269.4,11/20/25
56095.0,50269.4,11/20/25
56100.0,50269.4,11/20/25
56105.0,50269.6,11/20/25
56110.0,50269.2,11/20/25
56115.0,50269.2,11/20/25
56120.0,50269.4,11/20/25
56125.0,50269.3,11/20/25
56130.0,50269.5,11/20/25
56135.0,50269.5,11/20/25
56140.0,50269.7,11/20/25
56145.0,50269.5,11/20/25
56150.0,50269.8,11/20/25
56155.0,50269.7,11/20/25
56160.0,50269.7,11/20/25
56165.0,50269.5,11/20/25
56170.0,50269.8,11/20/25
56175.0,50269.7,11/20/25
56180.0,50269.6,11/20/25
56185.0,50269.6,11/20/25
56190.0,50269.7,11/20/25
56195.0,50269.8,11/20/25
56200.0,50269.5,11/20/25
56205.0,50269.6,11/20/25
56210.0,50269.7,11/20/25
56215.0,50269.6,11/20/25
56220.0,50269.3,11/20/25
56225.0,50269.4,11/20/25
56230.0,50269.5,11/20/25
56235.0,50269.8,11/20/25
56240.0,50269.9,11/20/25
56245.0,50270.3,11/20/25
56250.0,50270.5,11/20/25
56255.0,50270.5,11/20/25
56260.0,50270.4,11/20/25
56265.0,50269.6,11/20/25
56270.0,50269.2,11/20/25
56275.0,50268.9,11/20/25
56280.0,50268.9,11/20/25
56285.0,50269.4,11/20/25
56290.0,50269.4,11/20/25
56295.0,50269.2,11/20/25
56300.0,50269.4,11/20/25
56305.0,50269.0,11/20/25
56310.0,50269.1,11/20/25
56315.0,50268.9,11/20/25
56320.0,50268.8,11/20/25
56325.0,50268.7,11/20/25
56330.0,50268.7,11/20/25
56335.0,50268.7,11/20/25
56340.0,50268.6,11/20/25
56345.0,50268.5,11/20/25
56350.0,50268.5,11/20/25
56355.0,50268.6,11/20/25
56360.0,50268.4,11/20/25
56365.0,50268.5,11/20/25
56370.0,50268.6,11/20/25
56375.0,50268.6,11/20/25
56380.0,50268.3,11/20/25
56385.0,50268.6,11/20/25
56390.0,50268.5,11/20/25
56395.0,50268.4,11/20/25
56400.0,50268.1,11/20/25
56405.0,50268.3,11/20/25
56410.0,50268.1,11/20/25
56415.0,50268.2,11/20/25
56420.0,50268.4,11/20/25
56425.0,50268.4,11/20/25
56430.0,50268.7,11/20/25
56435.0,50269.3,11/20/25
56440.0,50267.7,11/20/25
56445.0,50268.1,11/20/25
56450.0,50268.5,11/20/25
56455.0,50268.7,11/20/25
56460.0,50268.5,11/20/25
56465.0,50268.4,11/20/25
56470.0,50268.4,11/20/25
56475.0,50268.3,11/20/25
56480.0,50268.3,11/20/25
56485.0,50268.2,11/20/25
56490.0,50268.4,11/20/25
56495.0,50268.4,11/20/25
56500.0,50268.2,11/20/25
56505.0,50267.8,11/20/25
56510.0,50268.0,11/20/25
56515.0,50268.0,11/20/25
56520.0,50268.1,11/20/25
56525.0,50268.0,11/20/25
56530.0,50268.1,11/20/25
56535.0,50267.9,11/20/25
56540.0,50268.1,11/20/25
56545.0,50268.0,11/20/25
56550.0,50267.7,11/20/25
56555.0,50268.0,11/20/25
56560.0,50267.7,11/20/25
56565.0,50267.6,11/20/25
56570.0,50267.8,11/20/25
56575.0,50267.8,11/20/25
56580.0,50268.1,11/20/25
56585.0,50268.2,11/20/25
56590.0,50268.2,11/20/25
56595.0,50268.0,11/20/25
56600.0,50268.1,11/20/25
56605.0,50268.4,11/20/25
56610.0,50268.3,11/20/25
56615.0,50268.4,11/20/25
56620.0,50268.7,11/20/25
56625.0,50268.3,11/20/25
56630.0,50268.4,11/20/25
56635.0,50268.2,11/20/25
56640.0,50268.2,11/20/25
56645.0,50268.5,11/20/25
56650.0,50268.5,11/20/25
56655.0,50268.4,11/20/25
56660.0,50268.4,11/20/25
56665.0,50268.3,11/20/25
56670.0,50268.4,11/20/25
56675.0,50268.2,11/20/25
56680.0,50268.4,11/20/25
56685.0,50268.2,11/20/25
56690.0,50268.6,11/20/25
56695.0,50268.0,11/20/25
56700.0,50268.3,11/20/25
56705.0,50268.5,11/20/25
56710.0,50268.2,11/20/25
56715.0,50268.2,11/20/25
56720.0,50268.6,11/20/25
56725.0,50268.5,11/20/25
56730.0,50268.3,11/20/25
56735.0,50268.3,11/20/25
56740.0,50268.5,11/20/25
56745.0,50268.5,11/20/25
56750.0,50268.6,11/20/25
56755.0,50268.7,11/20/25
56760.0,50268.9,11/20/25
56765.0,50268.9,11/20/25
56770.0,50268.9,11/20/25
56775.0,50269.1,11/20/25
56780.0,50269.0,11/20/25
56785.0,50269.1,11/20/25
56790.0,50269.3,11/20/25
56795.0,50269.2,11/20/25
56800.0,50268.9,11/20/25
56805.0,50269.0,11/20/25
56810.0,50269.3,11/20/25
56815.0,50269.1,11/20/25
56820.0,50269.2,11/20/25
56825.0,50268.9,11/20/25
56830.0,50269.1,11/20/25
56835.0,50269.0,11/20/25
56840.0,50269.0,11/20/25
56845.0,50268.8,11/20/25
56850.0,50268.8,11/20/25
56855.0,50268.7,11/20/25
56860.0,50268.7,11/20/25
56865.0,50268.5,11/20/25
56870.0,50268.4,11/20/25
56875.0,50268.5,11/20/25
56880.0,50268.4,11/20/25
56885.0,50268.0,11/20/25
56890.0,50267.8,11/20/25
56895.0,50267.4,11/20/25
56900.0,50267.3,11/20/25
56905.0,50267.8,11/20/25
56910.0,50268.1,11/20/25
56915.0,50268.3,11/20/25
56920.0,50268.3,11/20/25
56925.0,50268.4,11/20/25
56930.0,50268.0,11/20/25
56935.0,50267.8,11/20/25
56940.0,50268.0,11/20/25
56945.0,50268.1,11/20/25
56950.0,50268.1,11/20/25
56955.0,50268.1,11/20/25
56960.0,50268.3,11/20/25
56965.0,50268.3,11/20/25
56970.0,50268.2,11/20/25
56975.0,50268.5,11/20/25
56980.0,50268.4,11/20/25
56985.0,50268.2,11/20/25
56990.0,50268.0,11/20/25
56995.0,50268.0,11/20/25
57000.0,50268.0,11/20/25
57005.0,50267.7,11/20/25
57010.0,50267.3,11/20/25
57015.0,50267.8,11/20/25
57020.0,50268.1,11/20/25
57025.0,50268.2,11/20/25
57030.0,50268.3,11/20/25
57035.0,50268.2,11/20/25
57040.0,50268.3,11/20/25
57045.0,50268.0,11/20/25
57050.0,50268.3,11/20/25
57055.0,50268.2,11/20/25
57060.0,50268.3,11/20/25
57065.0,50268.4,11/20/25
57070.0,50268.6,11/20/25
57075.0,50268.6,11/20/25
57080.0,50268.8,11/20/25
57085.0,50268.4,11/20/25
57090.0,50268.3,11/20/25
57095.0,50268.5,11/20/25
57100.0,50268.4,11/20/25
57105.0,50268.4,11/20/25
57110.0,50268.3,11/20/25
57115.0,50268.6,11/20/25
57120.0,50268.1,11/20/25
57125.0,50267.9,11/20/25
57130.0,50268.2,11/20/25
57135.0,50268.0,11/20/25
57140.0,50268.1,11/20/25
57145.0,50268.2,11/20/25
57150.0,50268.0,11/20/25
57155.0,50268.0,11/20/25
57160.0,50268.0,11/20/25
57165.0,50267.9,11/20/25
57170.0,50268.0,11/20/25
57175.0,50267.9,11/20/25
57180.0,50268.2,11/20/25
57185.0,50268.2,11/20/25
57190.0,50268.0,11/20/25
57195.0,50268.0,11/20/25
57200.0,50268.2,11/20/25
57205.0,50268.2,11/20/25
57210.0,50267.9,11/20/25
57215.0,50268.1,11/20/25
57220.0,50268.1,11/20/25
57225.0,50268.1,11/20/25
57230.0,50268.2,11/20/25
57235.0,50268.5,11/20/25
57240.0,50268.6,11/20/25
57245.0,50268.3,11/20/25
57250.0,50268.4,11/20/25
57255.0,50268.5,11/20/25
57260.0,50268.4,11/20/25
57265.0,50268.5,11/20/25
57270.0,50268.6,11/20/25
