Date (MM/DD/YYYY),Time (HH:MM:SS.S MST),MST (Sec),Latitude (Deg N),Longitude (Deg E),Mag (nT),Easting (m),Northing (m),UTM Zone
11/20/2025,15:28:43.2,55723.2,39.75131846,-105.2215409,50426.92318036557,481020.9052853331,4400180.057287503,13S
11/20/2025,15:28:43.3,55723.3,39.75131937,-105.2215416,50443.84748384642,481020.84556699236,4400180.15843267,13S
11/20/2025,15:28:43.4,55723.4,39.75132029,-105.2215424,50462.12277719655,481020.7772845296,4400180.260708881,13S
11/20/2025,15:28:43.5,55723.5,39.75132121,-105.2215431,50481.26428691749,481020.71756893414,4400180.362963905,13S
11/20/2025,15:28:43.6,55723.6,39.75132213,-105.2215438,50499.68997644643,481020.6578533425,4400180.465218931,13S
11/20/2025,15:28:43.7,55723.7,39.75132305,-105.2215446,50519.70925350507,481020.58957088494,4400180.567495141,13S
11/20/2025,15:28:43.8,55723.8,39.75132396,-105.2215453,50542.79203797276,481020.5298525502,4400180.668640313,13S
11/20/2025,15:28:43.9,55723.9,39.75132488,-105.221546,50567.99347239031,481020.4701369634,4400180.770895339,13S
11/20/2025,15:28:44.0,55724.0,39.7513258,-105.2215468,50594.18568516088,481020.40185451333,4400180.873171551,13S
11/20/2025,15:28:44.1,55724.1,39.75132664,-105.2215474,50622.23588460007,481020.3506838363,4400180.966526549,13S
11/20/2025,15:28:44.2,55724.2,39.75132748,-105.221548,50653.0795332341,481020.299513165,4400181.059881548,13S
11/20/2025,15:28:44.3,55724.3,39.75132832,-105.2215486,50687.64875775332,481020.2483424949,4400181.1532365475,13S
11/20/2025,15:28:44.4,55724.4,39.75132916,-105.2215492,50726.50976665277,481020.19717182603,4400181.2465915475,13S
11/20/2025,15:28:44.5,55724.5,39.75133,-105.2215498,50768.009704543605,481020.1460011541,4400181.3399465475,13S
11/20/2025,15:28:44.6,55724.6,39.75133084,-105.2215504,50809.940941790126,481020.09483048774,4400181.433301548,13S
11/20/2025,15:28:44.7,55724.7,39.75133168,-105.221551,50854.59736325169,481020.04365982267,4400181.5266565485,13S
11/20/2025,15:28:44.8,55724.8,39.75133252,-105.2215516,50901.3468466775,481019.9924891588,4400181.620011549,13S
11/20/2025,15:28:44.9,55724.9,39.75133336,-105.2215522,50954.17661525825,481019.9413184919,4400181.713366549,13S
11/20/2025,15:28:45.0,55725.0,39.7513342,-105.2215528,51014.54979422638,481019.8901478306,4400181.806721552,13S
11/20/2025,15:28:45.1,55725.1,39.7513349,-105.2215535,51083.91009850155,481019.8303718861,4400181.884559754,13S
11/20/2025,15:28:45.2,55725.2,39.7513356,-105.2215542,51159.86362242469,481019.7705959406,4400181.962397955,13S
11/20/2025,15:28:45.3,55725.3,39.75133631,-105.2215549,51242.42061016724,481019.7108227407,4400182.041346014,13S
11/20/2025,15:28:45.4,55725.4,39.75133701,-105.2215556,51327.78872423898,481019.65104679985,4400182.119184217,13S
11/20/2025,15:28:45.5,55725.5,39.75133771,-105.2215563,51416.31574045432,481019.5912708581,4400182.197022419,13S
11/20/2025,15:28:45.6,55725.6,39.75133841,-105.221557,51511.71345897306,481019.53149491746,4400182.274860623,13S
11/20/2025,15:28:45.7,55725.7,39.75133911,-105.2215577,51615.09035036503,481019.4717189803,4400182.352698828,13S
11/20/2025,15:28:45.8,55725.8,39.75133982,-105.2215584,51724.76285676615,481019.4119457865,4400182.431646889,13S
11/20/2025,15:28:45.9,55725.9,39.75134052,-105.2215591,51837.55247916802,481019.3521698518,4400182.509485093,13S
11/20/2025,15:28:46.0,55726.0,39.75134122,-105.2215598,51952.2289984741,481019.29239391605,4400182.5873233,13S
11/20/2025,15:28:46.1,55726.1,39.75134157,-105.2215603,52077.54456293077,481019.2496556552,4400182.626274177,13S
11/20/2025,15:28:46.2,55726.2,39.75134192,-105.2215607,52224.906111631615,481019.2154842578,4400182.665203874,13S
11/20/2025,15:28:46.3,55726.3,39.75134227,-105.2215611,52371.82340202922,481019.18131285853,4400182.704133569,13S
11/20/2025,15:28:46.4,55726.4,39.75134262,-105.2215615,52507.16714488079,481019.14714145963,4400182.7430632645,13S
11/20/2025,15:28:46.5,55726.5,39.75134298,-105.2215619,52613.282834009566,481019.11297280766,4400182.783102816,13S
11/20/2025,15:28:46.6,55726.6,39.75134333,-105.2215624,52675.61645522968,481019.0702345488,4400182.822053694,13S
11/20/2025,15:28:46.7,55726.7,39.75134368,-105.2215628,52701.633146373024,481019.0360631532,4400182.86098339,13S
11/20/2025,15:28:46.8,55726.8,39.75134403,-105.2215632,52708.13385567947,481019.0018917557,4400182.899913087,13S
11/20/2025,15:28:46.9,55726.9,39.75134438,-105.2215636,52709.75179438325,481018.9677203607,4400182.938842782,13S
11/20/2025,15:28:47.0,55727.0,39.75134473,-105.221564,52711.48094894008,481018.933548964,4400182.977772481,13S
11/20/2025,15:28:47.1,55727.1,39.75134475,-105.2215641,52711.663946466826,481018.92498759244,4400182.980013377,13S
11/20/2025,15:28:47.2,55727.2,39.75134476,-105.2215641,52713.005225142406,481018.9249903369,4400182.981123232,13S
11/20/2025,15:28:47.3,55727.3,39.75134478,-105.2215642,52718.80746815678,481018.91642896103,4400182.9833641285,13S
11/20/2025,15:28:47.4,55727.4,39.7513448,-105.2215642,52726.88375750544,481018.91643444996,4400182.98558384,13S
11/20/2025,15:28:47.5,55727.5,39.75134481,-105.2215642,52733.69024933354,481018.9164371944,4400182.986693696,13S
11/20/2025,15:28:47.6,55727.6,39.75134483,-105.2215643,52737.92617392223,481018.9078758207,4400182.988934593,13S
11/20/2025,15:28:47.7,55727.7,39.75134485,-105.2215643,52741.33077744443,481018.9078813096,4400182.991154307,13S
11/20/2025,15:28:47.8,55727.8,39.75134487,-105.2215644,52746.29087498777,481018.89931993594,4400182.993395201,13S
11/20/2025,15:28:47.9,55727.9,39.75134488,-105.2215644,52749.71560855903,481018.89932268043,4400182.994505055,13S
11/20/2025,15:28:48.0,55728.0,39.7513449,-105.2215644,52752.08060366818,481018.89932816935,4400182.996724768,13S
11/20/2025,15:28:48.1,55728.1,39.75134495,-105.2215644,52757.67174970876,481018.8993418917,4400183.0022740485,13S
11/20/2025,15:28:48.2,55728.2,39.75134501,-105.2215645,52773.74670631122,481018.89079149585,4400183.008954369,13S
11/20/2025,15:28:48.3,55728.3,39.75134506,-105.2215645,52806.23125294951,481018.8908052182,4400183.014503648,13S
11/20/2025,15:28:48.4,55728.4,39.75134511,-105.2215645,52862.01968569292,481018.89081894053,4400183.0200529285,13S
11/20/2025,15:28:48.5,55728.5,39.75134517,-105.2215645,52960.29801758174,481018.8908354073,4400183.026712065,13S
11/20/2025,15:28:48.6,55728.6,39.75134522,-105.2215645,53087.6212576376,481018.89084912965,4400183.032261345,13S
11/20/2025,15:28:48.7,55728.7,39.75134527,-105.2215645,53210.76877380876,481018.890862852,4400183.0378106255,13S
11/20/2025,15:28:48.8,55728.8,39.75134532,-105.2215645,53310.55545108638,481018.8908765743,4400183.043359905,13S
11/20/2025,15:28:48.9,55728.9,39.75134538,-105.2215646,53392.422270558185,481018.88232617854,4400183.050040224,13S
11/20/2025,15:28:49.0,55729.0,39.75134543,-105.2215646,53475.52239944191,481018.8823399009,4400183.0555895055,13S
11/20/2025,15:28:49.1,55729.1,39.75134556,-105.2215647,53562.22274359206,481018.8738087164,4400183.070038817,13S
11/20/2025,15:28:49.2,55729.2,39.75134569,-105.2215648,53643.15313686045,481018.865277532,4400183.084488128,13S
11/20/2025,15:28:49.3,55729.3,39.75134582,-105.2215649,53722.97111798125,481018.8567463476,4400183.098937442,13S
11/20/2025,15:28:49.4,55729.4,39.75134595,-105.2215651,53815.133504659,481018.8396483008,4400183.113407938,13S
11/20/2025,15:28:49.5,55729.5,39.75134608,-105.2215652,53911.4187800281,481018.83111711644,4400183.127857249,13S
11/20/2025,15:28:49.6,55729.6,39.75134621,-105.2215653,54006.567433427495,481018.8225859322,4400183.1423065625,13S
11/20/2025,15:28:49.7,55729.7,39.75134634,-105.2215654,54087.43751803091,481018.8140547479,4400183.156755873,13S
11/20/2025,15:28:49.8,55729.8,39.75134647,-105.2215655,54145.17474626975,481018.8055235637,4400183.171205187,13S
11/20/2025,15:28:49.9,55729.9,39.7513466,-105.2215657,54183.71745260257,481018.78842551715,4400183.185675683,13S
11/20/2025,15:28:50.0,55730.0,39.75134673,-105.2215658,54221.99091946633,481018.77989433304,4400183.200124997,13S
11/20/2025,15:28:50.1,55730.1,39.75134676,-105.2215659,54266.10780842933,481018.7713357019,4400183.203475747,13S
11/20/2025,15:28:50.2,55730.2,39.75134678,-105.221566,54309.42555675261,481018.7627743285,4400183.2057166435,13S
11/20/2025,15:28:50.3,55730.3,39.75134681,-105.2215662,54343.86466232739,481018.74564883724,4400183.20908858,13S
11/20/2025,15:28:50.4,55730.4,39.75134683,-105.2215663,54371.79131223236,481018.73708746163,4400183.211329478,13S
11/20/2025,15:28:50.5,55730.5,39.75134686,-105.2215664,54397.14824465946,481018.7285288328,4400183.214680229,13S
11/20/2025,15:28:50.6,55730.6,39.75134688,-105.2215666,54410.17857343493,481018.711400597,4400183.21694231,13S
11/20/2025,15:28:50.7,55730.7,39.7513469,-105.2215667,54410.262897529865,481018.70283922367,4400183.219183207,13S
11/20/2025,15:28:50.8,55730.8,39.75134693,-105.2215668,54406.38364238353,481018.69428059476,4400183.222533958,13S
11/20/2025,15:28:50.9,55730.9,39.75134696,-105.221567,54405.509783875605,481018.67715510353,4400183.225905896,13S
11/20/2025,15:28:51.0,55731.0,39.75134698,-105.2215671,54407.23155841237,481018.6685937302,4400183.228146794,13S
11/20/2025,15:28:51.1,55731.1,39.75134695,-105.2215672,54406.3961854061,481018.66001863434,4400183.224838409,13S
11/20/2025,15:28:51.2,55731.2,39.75134692,-105.2215673,54394.65082786143,481018.65144353855,4400183.221530026,13S
11/20/2025,15:28:51.3,55731.3,39.75134689,-105.2215674,54374.99594907864,481018.64286844264,4400183.218221642,13S
11/20/2025,15:28:51.4,55731.4,39.75134686,-105.2215674,54319.17111019285,481018.64286020916,4400183.2148920745,13S
11/20/2025,15:28:51.5,55731.5,39.75134682,-105.2215675,54221.97043880262,481018.6342823688,4400183.210473835,13S
11/20/2025,15:28:51.6,55731.6,39.75134679,-105.2215676,54086.88875765192,481018.6257072729,4400183.207165452,13S
11/20/2025,15:28:51.7,55731.7,39.75134676,-105.2215677,53938.381189734566,481018.61713217705,4400183.203857068,13S
11/20/2025,15:28:51.8,55731.8,39.75134673,-105.2215678,53807.47832620293,481018.60855708114,4400183.200548686,13S
11/20/2025,15:28:51.9,55731.9,39.7513467,-105.2215679,53699.06510340228,481018.59998198523,4400183.1972403005,13S
11/20/2025,15:28:52.0,55732.0,39.75134667,-105.221568,53604.91947414946,481018.59140688716,4400183.193931918,13S
11/20/2025,15:28:52.1,55732.1,39.75134647,-105.2215683,53507.07548565209,481018.56565140974,4400183.171798352,13S
11/20/2025,15:28:52.2,55732.2,39.75134627,-105.2215686,53399.27896183962,481018.5398959322,4400183.149664786,13S
11/20/2025,15:28:52.3,55732.3,39.75134607,-105.2215689,53280.99340049349,481018.5141404545,4400183.127531219,13S
11/20/2025,15:28:52.4,55732.4,39.75134587,-105.2215693,53133.81919815003,481018.479818112,4400183.1054188395,13S
11/20/2025,15:28:52.5,55732.5,39.75134567,-105.2215696,52965.51881948908,481018.454062634,4400183.083285273,13S
11/20/2025,15:28:52.6,55732.6,39.75134547,-105.2215699,52801.40509981544,481018.42830715585,4400183.061151707,13S
11/20/2025,15:28:52.7,55732.7,39.75134527,-105.2215702,52640.02662240964,481018.4025516775,4400183.039018143,13S
11/20/2025,15:28:52.8,55732.8,39.75134507,-105.2215705,52480.020259794,481018.37679619907,4400183.016884576,13S
11/20/2025,15:28:52.9,55732.9,39.75134487,-105.2215709,52335.21449392549,481018.34247385565,4400182.994772196,13S
11/20/2025,15:28:53.0,55733.0,39.75134467,-105.2215712,52206.34724259115,481018.31671837467,4400182.97263863,13S
11/20/2025,15:28:53.1,55733.1,39.75134449,-105.2215715,52090.83942180966,481018.2909683848,4400182.952724777,13S
11/20/2025,15:28:53.2,55733.2,39.75134432,-105.2215719,51987.7148692189,481018.25665427675,4400182.933941965,13S
11/20/2025,15:28:53.3,55733.3,39.75134415,-105.2215722,51896.96059925399,481018.2309070312,4400182.915137968,13S
11/20/2025,15:28:53.4,55733.4,39.75134397,-105.2215725,51818.413231585386,481018.20515704097,4400182.895224116,13S
11/20/2025,15:28:53.5,55733.5,39.75134379,-105.2215729,51750.85729346408,481018.1708401878,4400182.8753314465,13S
11/20/2025,15:28:53.6,55733.6,39.75134362,-105.2215732,51692.01997189293,481018.1450929397,4400182.856527451,13S
11/20/2025,15:28:53.7,55733.7,39.75134345,-105.2215736,51640.660562391546,481018.1107788287,4400182.83774464,13S
11/20/2025,15:28:53.8,55733.8,39.75134327,-105.2215739,51610.95335466803,481018.08502883784,4400182.817830787,13S
11/20/2025,15:28:53.9,55733.9,39.75134309,-105.2215742,51599.8191472318,481018.0592788469,4400182.797916934,13S
11/20/2025,15:28:54.0,55734.0,39.75134292,-105.2215746,51585.53311103902,481018.02496473753,4400182.779134124,13S
11/20/2025,15:28:54.1,55734.1,39.75134292,-105.2215744,51567.07832466629,481018.0420984632,4400182.779091753,13S
11/20/2025,15:28:54.2,55734.2,39.75134292,-105.2215741,51545.58334095439,481018.06779905176,4400182.779028198,13S
11/20/2025,15:28:54.3,55734.3,39.75134292,-105.2215739,51527.73838397802,481018.08493277745,4400182.778985828,13S
11/20/2025,15:28:54.4,55734.4,39.75134292,-105.2215737,51525.14532098743,481018.10206650535,4400182.778943458,13S
11/20/2025,15:28:54.5,55734.5,39.75134292,-105.2215735,51527.747718704246,481018.1192002289,4400182.778901087,13S
11/20/2025,15:28:54.6,55734.6,39.75134292,-105.2215733,51529.27679278632,481018.13633395673,4400182.7788587175,13S
11/20/2025,15:28:54.7,55734.7,39.75134292,-105.221573,51529.74797988585,481018.1620345453,4400182.778795162,13S
11/20/2025,15:28:54.8,55734.8,39.75134292,-105.2215728,51529.20159873512,481018.179168271,4400182.778752792,13S
11/20/2025,15:28:54.9,55734.9,39.75134292,-105.2215726,51529.080555387314,481018.19630199886,4400182.778710421,13S
11/20/2025,15:28:55.0,55735.0,39.75134292,-105.2215724,51529.88539445744,481018.21343572455,4400182.7786680525,13S
11/20/2025,15:28:55.1,55735.1,39.75134293,-105.2215724,51529.79101006938,481018.2134384691,4400182.779777908,13S
11/20/2025,15:28:55.2,55735.2,39.75134294,-105.2215724,51530.03528629651,481018.2134412137,4400182.780887764,13S
11/20/2025,15:28:55.3,55735.3,39.75134294,-105.2215725,51529.655325683896,481018.20487435086,4400182.780908949,13S
11/20/2025,15:28:55.4,55735.4,39.75134295,-105.2215725,51529.8001707705,481018.2048770954,4400182.782018805,13S
11/20/2025,15:28:55.5,55735.5,39.75134296,-105.2215725,51529.66024375241,481018.20487983996,4400182.783128661,13S
11/20/2025,15:28:55.6,55735.6,39.75134297,-105.2215726,51529.69114063429,481018.1963157217,4400182.784259701,13S
11/20/2025,15:28:55.7,55735.7,39.75134298,-105.2215726,51529.6312928311,481018.1963184663,4400182.785369557,13S
11/20/2025,15:28:55.8,55735.8,39.75134298,-105.2215726,51529.73123362478,481018.1963184663,4400182.785369557,13S
11/20/2025,15:28:55.9,55735.9,39.75134299,-105.2215727,51529.827100066366,481018.187754348,4400182.786500597,13S
11/20/2025,15:28:56.0,55736.0,39.751343,-105.2215727,51529.81492324766,481018.1877570925,4400182.7876104545,13S
11/20/2025,15:28:56.1,55736.1,39.75134304,-105.2215727,51529.83527374391,481018.18776807084,4400182.792049878,13S
11/20/2025,15:28:56.2,55736.2,39.75134309,-105.2215728,51529.85723967881,481018.17921492865,4400182.797620342,13S
11/20/2025,15:28:56.3,55736.3,39.75134313,-105.2215728,51530.02459776043,481018.1792259069,4400182.802059767,13S
11/20/2025,15:28:56.4,55736.4,39.75134318,-105.2215729,51529.63761947006,481018.17067276913,4400182.807630232,13S
11/20/2025,15:28:56.5,55736.5,39.75134322,-105.2215729,51529.87278381246,481018.1706837474,4400182.812069657,13S
11/20/2025,15:28:56.6,55736.6,39.75134327,-105.2215729,51530.30887928615,481018.17069747025,4400182.817618936,13S
11/20/2025,15:28:56.7,55736.7,39.75134331,-105.221573,51529.05918826224,481018.1621415835,4400182.822079546,13S
11/20/2025,15:28:56.8,55736.8,39.75134336,-105.221573,51526.86092931487,481018.1621553064,4400182.827628825,13S
11/20/2025,15:28:56.9,55736.9,39.75134341,-105.221573,51524.02098974624,481018.16216902924,4400182.833178106,13S
11/20/2025,15:28:57.0,55737.0,39.75134345,-105.2215731,51521.20754043605,481018.15361314476,4400182.837638715,13S
11/20/2025,15:28:57.1,55737.1,39.75134348,-105.2215731,51520.01193458046,481018.1536213785,4400182.840968283,13S
11/20/2025,15:28:57.2,55737.2,39.75134351,-105.2215732,51520.49223848294,481018.1450627494,4400182.844319035,13S
11/20/2025,15:28:57.3,55737.3,39.75134353,-105.2215732,51521.01489639534,481018.14506823855,4400182.846538748,13S
11/20/2025,15:28:57.4,55737.4,39.75134356,-105.2215733,51521.92335748871,481018.13650960947,4400182.8498895,13S
11/20/2025,15:28:57.5,55737.5,39.75134359,-105.2215733,51521.94312929184,481018.13651784323,4400182.853219068,13S
11/20/2025,15:28:57.6,55737.6,39.75134362,-105.2215734,51522.088033546606,481018.12795921415,4400182.856569821,13S
11/20/2025,15:28:57.7,55737.7,39.75134365,-105.2215734,51522.24888204165,481018.1279674479,4400182.85989939,13S
11/20/2025,15:28:57.8,55737.8,39.75134367,-105.2215735,51521.53202130167,481018.11940607213,4400182.862140286,13S
11/20/2025,15:28:57.9,55737.9,39.7513437,-105.2215735,51520.55076323858,481018.11941430584,4400182.865469854,13S
11/20/2025,15:28:58.0,55738.0,39.75134373,-105.2215736,51519.30892964523,481018.1108556768,4400182.868820608,13S
11/20/2025,15:28:58.1,55738.1,39.75134361,-105.2215734,51516.92832162329,481018.1279564696,4400182.855459966,13S
11/20/2025,15:28:58.2,55738.2,39.7513435,-105.2215731,51513.07932352381,481018.1536268676,4400182.843187993,13S
11/20/2025,15:28:58.3,55738.3,39.75134338,-105.2215729,51507.41340865845,481018.17072766053,4400182.8298273515,13S
11/20/2025,15:28:58.4,55738.4,39.75134327,-105.2215727,51505.95483698958,481018.1878311958,4400182.817576566,13S
11/20/2025,15:28:58.5,55738.5,39.75134315,-105.2215725,51502.334227987405,481018.2049319867,4400182.804215924,13S
11/20/2025,15:28:58.6,55738.6,39.75134303,-105.2215722,51497.76035417564,481018.2305996404,4400182.790834098,13S
11/20/2025,15:28:58.7,55738.7,39.75134292,-105.221572,51491.34505017776,481018.24770317593,4400182.7785833115,13S
11/20/2025,15:28:58.8,55738.8,39.7513428,-105.2215718,51480.58454061263,481018.264803967,4400182.76522267,13S
11/20/2025,15:28:58.9,55738.9,39.75134269,-105.2215716,51469.962961198966,481018.2819075026,4400182.752971884,13S
11/20/2025,15:28:59.0,55739.0,39.75134257,-105.2215713,51459.56088879106,481018.30757515883,4400182.739590057,13S
11/20/2025,15:28:59.1,55739.1,39.75134229,-105.221571,51446.221142072194,481018.3331989002,4400182.708450534,13S
11/20/2025,15:28:59.2,55739.2,39.75134201,-105.2215707,51435.21963684564,481018.35882264184,4400182.6773110125,13S
11/20/2025,15:28:59.3,55739.3,39.75134172,-105.2215704,51426.81119283132,481018.38444363914,4400182.6450616345,13S
11/20/2025,15:28:59.4,55739.4,39.75134144,-105.2215702,51413.83223083269,481018.4015005203,4400182.613943297,13S
11/20/2025,15:28:59.5,55739.5,39.75134116,-105.2215699,51400.179937090834,481018.4271242625,4400182.582803776,13S
11/20/2025,15:28:59.6,55739.6,39.75134088,-105.2215696,51386.31433640376,481018.45274800493,4400182.551664252,13S
11/20/2025,15:28:59.7,55739.7,39.7513406,-105.2215693,51371.90940738057,481018.47837174754,4400182.520524731,13S
11/20/2025,15:28:59.8,55739.8,39.75134031,-105.221569,51354.89662802816,481018.5039927458,4400182.488275353,13S
11/20/2025,15:28:59.9,55739.9,39.75134003,-105.2215687,51333.18623553743,481018.5296164889,4400182.457135832,13S
11/20/2025,15:29:00.0,55740.0,39.75133975,-105.2215684,51311.31872566626,481018.5552402343,4400182.42599631,13S
11/20/2025,15:29:00.1,55740.1,39.75133946,-105.2215679,51286.54878090678,481018.597994962,4400182.3937045615,13S
11/20/2025,15:29:00.2,55740.2,39.75133916,-105.2215675,51258.6762857047,481018.63218008005,4400182.360324145,13S
11/20/2025,15:29:00.3,55740.3,39.75133887,-105.221567,51234.00685264509,481018.67493480624,4400182.3280323995,13S
11/20/2025,15:29:00.4,55740.4,39.75133858,-105.2215665,51210.42172430212,481018.71768953494,4400182.295740653,13S
11/20/2025,15:29:00.5,55740.5,39.75133829,-105.2215661,51184.20663518506,481018.75187739846,4400182.263470092,13S
11/20/2025,15:29:00.6,55740.6,39.75133799,-105.2215656,51158.70350284028,481018.7946293812,4400182.230068491,13S
11/20/2025,15:29:00.7,55740.7,39.7513377,-105.2215652,51131.30728975127,481018.8288172475,4400182.197797929,13S
11/20/2025,15:29:00.8,55740.8,39.75133741,-105.2215647,51100.95956480531,481018.8715719754,4400182.165506184,13S
11/20/2025,15:29:00.9,55740.9,39.75133711,-105.2215642,51070.23459830083,481018.9143239592,4400182.132104583,13S
11/20/2025,15:29:01.0,55741.0,39.75133682,-105.2215638,51040.36086341796,481018.94851182646,4400182.099834023,13S
11/20/2025,15:29:01.1,55741.1,39.75133626,-105.2215634,51010.736557208205,481018.9826255938,4400182.03759735,13S
11/20/2025,15:29:01.2,55741.2,39.7513357,-105.221563,50981.99230783303,481019.0167393595,4400181.9753606785,13S
11/20/2025,15:29:01.3,55741.3,39.75133514,-105.2215626,50956.35993382217,481019.05085312575,4400181.913124007,13S
11/20/2025,15:29:01.4,55741.4,39.75133458,-105.2215622,50928.41554339402,481019.08496689255,4400181.850887336,13S
11/20/2025,15:29:01.5,55741.5,39.75133402,-105.2215618,50902.58260401556,481019.11908065993,4400181.7886506645,13S
11/20/2025,15:29:01.6,55741.6,39.75133347,-105.2215614,50878.02320797284,481019.1531971745,4400181.727523848,13S
11/20/2025,15:29:01.7,55741.7,39.75133291,-105.221561,50851.99169469019,481019.1873109451,4400181.665287176,13S
11/20/2025,15:29:01.8,55741.8,39.75133235,-105.2215606,50825.23135511675,481019.2214247142,4400181.603050506,13S
11/20/2025,15:29:01.9,55741.9,39.75133179,-105.2215602,50801.31832927152,481019.2555384838,4400181.540813836,13S
11/20/2025,15:29:02.0,55742.0,39.75133123,-105.2215598,50778.84608744157,481019.2896522539,4400181.478577164,13S
11/20/2025,15:29:02.1,55742.1,39.75133085,-105.2215593,50758.81698925459,481019.3323822904,4400181.436296718,13S
11/20/2025,15:29:02.2,55742.2,39.75133048,-105.2215588,50739.36437557448,481019.3751150717,4400181.395126128,13S
11/20/2025,15:29:02.3,55742.3,39.75133011,-105.2215583,50720.4639500203,481019.4178478513,4400181.353955539,13S
11/20/2025,15:29:02.4,55742.4,39.75132973,-105.2215578,50702.67891536049,481019.46057788696,4400181.311675092,13S
11/20/2025,15:29:02.5,55742.5,39.75132935,-105.2215573,50684.891640448346,481019.5033079231,4400181.269394647,13S
11/20/2025,15:29:02.6,55742.6,39.75132898,-105.2215568,50667.46457730511,481019.5460407063,4400181.228224059,13S
11/20/2025,15:29:02.7,55742.7,39.7513286,-105.2215563,50650.486644000535,481019.58877074334,4400181.185943613,13S
11/20/2025,15:29:02.8,55742.8,39.75132823,-105.2215558,50633.42432804289,481019.63150352746,4400181.144773024,13S
11/20/2025,15:29:02.9,55742.9,39.75132785,-105.2215553,50619.22431366204,481019.67423356546,4400181.10249258,13S
11/20/2025,15:29:03.0,55743.0,39.75132748,-105.2215549,50605.03348673093,481019.7083994836,4400181.061343174,13S
11/20/2025,15:29:03.1,55743.1,39.75132745,-105.2215545,50590.93329659103,481019.74265871174,4400181.057928873,13S
11/20/2025,15:29:03.2,55743.2,39.75132741,-105.2215542,50576.02369635257,481019.7683483287,4400181.053425901,13S
11/20/2025,15:29:03.3,55743.3,39.75132738,-105.2215539,50561.05417043898,481019.79404069,4400181.050032782,13S
11/20/2025,15:29:03.4,55743.4,39.75132735,-105.2215536,50548.61274466343,481019.8197330535,4400181.046639664,13S
11/20/2025,15:29:03.5,55743.5,39.75132731,-105.2215533,50536.68139054823,481019.84542267054,4400181.0421366915,13S
11/20/2025,15:29:03.6,55743.6,39.75132728,-105.221553,50524.84773524164,481019.8711150319,4400181.038743572,13S
11/20/2025,15:29:03.7,55743.7,39.75132725,-105.2215526,50514.134274847456,481019.9053742581,4400181.035329273,13S
11/20/2025,15:29:03.8,55743.8,39.75132722,-105.2215523,50505.35194476833,481019.9310666195,4400181.031936156,13S
11/20/2025,15:29:03.9,55743.9,39.75132718,-105.221552,50497.91542294328,481019.9567562388,4400181.027433181,13S
11/20/2025,15:29:04.0,55744.0,39.75132715,-105.2215517,50490.26782666688,481019.9824486003,4400181.024040067,13S
11/20/2025,15:29:04.1,55744.1,39.75132702,-105.2215513,50480.16595198093,481020.0166803858,4400181.0095272055,13S
11/20/2025,15:29:04.2,55744.2,39.75132688,-105.2215509,50470.56263681908,481020.0509094249,4400180.99390449,13S
11/20/2025,15:29:04.3,55744.3,39.75132675,-105.2215505,50462.92821729682,481020.08514120843,4400180.97939163,13S
11/20/2025,15:29:04.4,55744.4,39.75132661,-105.22155,50454.36506046267,481020.1279371149,4400180.963747732,13S
11/20/2025,15:29:04.5,55744.5,39.75132647,-105.2215496,50445.383293071485,481020.1621661544,4400180.948125017,13S
11/20/2025,15:29:04.6,55744.6,39.75132634,-105.2215492,50435.276338904645,481020.19639794057,4400180.933612159,13S
11/20/2025,15:29:04.7,55744.7,39.7513262,-105.2215488,50424.5046915773,481020.2306269804,4400180.917989444,13S
11/20/2025,15:29:04.8,55744.8,39.75132607,-105.2215484,50412.29691812624,481020.26485876465,4400180.903476584,13S
11/20/2025,15:29:04.9,55744.9,39.75132593,-105.221548,50397.60349151569,481020.29908780474,4400180.88785387,13S
11/20/2025,15:29:05.0,55745.0,39.7513258,-105.2215476,50382.56877829335,481020.3333195914,4400180.873341012,13S
11/20/2025,15:29:05.1,55745.1,39.75132591,-105.2215474,50367.394223431016,481020.3504835059,4400180.885507062,13S
11/20/2025,15:29:05.2,55745.2,39.75132602,-105.2215472,50352.75049502066,481020.36764742475,4400180.897673112,13S
11/20/2025,15:29:05.3,55745.3,39.75132613,-105.221547,50336.84687722501,481020.38481134136,4400180.9098391645,13S
11/20/2025,15:29:05.4,55745.4,39.75132624,-105.2215468,50318.31752305196,481020.4019752601,4400180.922005214,13S
11/20/2025,15:29:05.5,55745.5,39.75132635,-105.2215466,50299.99963824249,481020.4191391766,4400180.934171266,13S
11/20/2025,15:29:05.6,55745.6,39.75132646,-105.2215463,50281.510376161874,481020.4448699579,4400180.946316134,13S
11/20/2025,15:29:05.7,55745.7,39.75132657,-105.2215461,50259.65378892604,481020.4620338743,4400180.958482185,13S
11/20/2025,15:29:05.8,55745.8,39.75132668,-105.2215459,50236.1917449165,481020.47919779056,4400180.970648236,13S
11/20/2025,15:29:05.9,55745.9,39.75132679,-105.2215457,50211.921603140974,481020.4963617069,4400180.982814287,13S
11/20/2025,15:29:06.0,55746.0,39.7513269,-105.2215455,50187.74577142427,481020.5135256231,4400180.994980339,13S
11/20/2025,15:29:06.1,55746.1,39.75132658,-105.2215454,50164.50365828602,481020.5220046726,4400180.959443762,13S
11/20/2025,15:29:06.2,55746.2,39.75132626,-105.2215452,50137.57821262474,481020.5390505893,4400180.923886007,13S
11/20/2025,15:29:06.3,55746.3,39.75132593,-105.2215451,50112.83503207845,481020.5475268927,4400180.887239577,13S
