"X(m)","Y(m)","Longitude","Latitude","GPS-Easting (Z=13S)","GPS-Northing (Z=13S)","Amplitude (mV)","Elevation(m)"
0,0,-105.22110717833662,39.751557422700245,481058.12709565129,4400206.4817693019,0.052186650782823564,1758.9740000000002
0.099999997734404003,0,-105.22110782476521,39.751557102224055,481058.07162939874,4400206.4463377185,-0.0036622241139411928,1758.9764285714286
0.19999999546882918,0,-105.2211084711938,39.75155678174788,481058.01616314618,4400206.4109061351,0.028382214903831481,1758.9788571428571
0.29999999320321535,0,-105.22110911762238,39.75155646127169,481057.96069689363,4400206.3754745517,0.14069032520055771,1758.9812857142856
0.39999999093762995,0,-105.22110976405095,39.751556140795493,481057.90523064107,4400206.3400429683,-0.10284737646579742,1758.9837142857141
0.49999998867204454,0,-105.22111041047953,39.751555820319304,481057.84976438852,4400206.3046113849,0.018005919829010963,1758.9861428571428
0.59999998640643071,0,-105.22111105690809,39.751555499843107,481057.79429813597,4400206.2691798024,0.081179236620664591,1758.9885714285715
0.69999998414081688,0,-105.22111170333663,39.75155517936691,481057.73883188341,4400206.233748219,0.052186651900410649,1758.991
0.79999998187523147,0,-105.22111231309856,39.751554834128825,481057.6865000187,4400206.1955606723,0.17853327989578247,1758.9951428571428
0.89999997960961764,0,-105.22111292286048,39.751554488890726,481057.63416815398,4400206.1573731247,-0.044557026028633116,1758.9992857142856
0.99999997734400381,0,-105.22111353262238,39.751554143652648,481057.58183628932,4400206.1191855781,0.04425184093415737,1759.0034285714285
1.09999997507839,0,-105.22111414238429,39.751553798414548,481057.52950442466,4400206.0809980314,0.046388140320777892,1759.0075714285713
1.1999999728128046,0,-105.22111475214619,39.751553453176449,481057.47717255994,4400206.0428104838,0.0054933294653892514,1759.0117142857141
1.2999999705472192,0,-105.22111536190809,39.751553107938342,481057.42484069522,4400206.0046229362,0.02380443662405014,1759.0158571428569
1.3999999682816338,0,-105.22111597166997,39.751552762700236,481057.37250883057,4400205.9664353896,0.28046510815620423,1759.02
1.4999999660160199,0,-105.22111661333666,39.751552432700251,481057.31744790659,4400205.9299457995,0.025635546445846556,1759.0191111111112
1.5999999637504345,0,-105.22111725500335,39.751552102700266,481057.26238698268,4400205.8934562095,-0.099795521795749659,1759.0182222222224
1.6999999614848491,0,-105.22111789667002,39.751551772700275,481057.20732605871,4400205.8569666194,-0.019226660951972008,1759.0173333333335
1.7999999592192637,0,-105.2211185383367,39.751551442700261,481057.15226513473,4400205.8204770293,0.065614794939756388,1759.0164444444445
1.8999999569536783,0,-105.22111918000337,39.751551112700277,481057.09720421082,4400205.7839874402,-0.086672567576169965,1759.0155555555557
1.9999999546880645,0,-105.22111982167002,39.751550782700271,481057.0421432869,4400205.747497851,0.0042725916951894764,1759.0146666666669
2.0999999524224506,0,-105.22112046333667,39.751550452700265,481056.98708236293,4400205.711008261,0.0064088866114616391,1759.0137777777779
2.1999999501568368,0,-105.22112110500332,39.751550122700259,481056.93202143896,4400205.6745186709,-0.020447401702404021,1759.0128888888889
2.2999999478912514,0,-105.22112174666997,39.751549792700246,481056.87696051504,4400205.6380290817,0.087588124722242353,1759.0120000000002
2.399999945625666,0,-105.22112246055887,39.75154943510767,481056.815704868,4400205.5984923849,0.0021362949162721636,1759.0148888888891
2.4999999433600806,0,-105.22112317444778,39.751549077515101,481056.75444922096,4400205.558955688,0.061342203617095949,1759.0177777777781
2.5999999410944952,0,-105.22112388833669,39.751548719922518,481056.69319357391,4400205.5194189912,0.079042939096689219,1759.020666666667
2.6999999388288813,0,-105.22112460222559,39.75154836232992,481056.63193792687,4400205.4798822943,0.053102206438779831,1759.023555555556
2.7999999365632959,0,-105.22112531611447,39.751548004737344,481056.57068227982,4400205.4403455975,0.060121459886431694,1759.0264444444447
2.8999999342977105,0,-105.22112603000335,39.751547647144747,481056.50942663278,4400205.4008089006,-0.096743673086166382,1759.0293333333334
2.9999999320321251,0,-105.22112674389223,39.751547289552136,481056.44817098574,4400205.3612722028,-0.074159979075193408,1759.0322222222223
3.0999999297665113,0,-105.22112745778109,39.751546931959531,481056.38691533869,4400205.321735505,0.14038514569401742,1759.0351111111113
3.1999999275008975,0,-105.22112817166995,39.75154657436692,481056.32565969159,4400205.2821988082,-0.0012207396328449249,1759.038
3.2999999252352836,0,-105.22112885100331,39.751546199200263,481056.26735954301,4400205.2407043399,-0.0088503651320934289,1759.0391999999999
3.3999999229696982,0,-105.22112953033667,39.751545824033613,481056.20905939443,4400205.1992098717,0.004882962256669998,1759.0403999999999
