"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
5,0.400,3200,1760.533,0,4,400.000,8,-105.2210922,39.7515548,1760.5330000,0.000,0.400,0.000,0.000,0.400,0.000,1621.063,"0x0",86160.9453125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
6,0.500,3200,1760.533,0,4,400.000,8,-105.2210922,39.7515548,1760.5330000,0.000,0.500,0.000,0.000,0.500,0.000,1621.063,"0x0",86161.6640625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
7,0.600,3200,1760.533,0,4,400.000,8,-105.2210922,39.7515548,1760.5330000,0.000,0.600,0.000,0.000,0.600,0.000,1621.063,"0x0",86162.3125,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
8,0.700,3200,1760.533,0,4,400.000,8,-105.2210922,39.7515548,1760.5330000,0.000,0.700,0.000,0.000,0.700,0.000,1621.063,"0x0",86162.90625,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
9,0.800,3200,1760.533,0,4,400.000,8,-105.2210922,39.7515548,1760.5330000,0.000,0.800,0.000,0.000,0.800,0.000,1621.063,"0x0",86163.4921875,0,"",471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,471.20049071573436,
